Id,Label,Type
874,geyer,Tier-Lemma
875,pelikan,Tier-Lemma
876,karaff,Tier-Lemma
877,blattläuse,Tier-Lemma
878,cleanth,Tier-Lemma
879,lisette,Tier-Lemma
880,dandolo,Tier-Lemma
881,kielfeder,Tier-Lemma
882,emerenzia,Tier-Lemma
883,hummern,Tier-Lemma
884,strauß,Tier-Lemma
885,waar,Tier-Lemma
886,fidibus,Tier-Lemma
887,papageno,Tier-Lemma
888,ädra,Tier-Lemma
889,thier,Tier-Lemma
890,taubenpaar,Tier-Lemma
891,straußberger,Tier-Lemma
892,bärin,Tier-Lemma
893,hirschgeweihe,Tier-Lemma
894,fidel,Tier-Lemma
895,pluto,Tier-Lemma
896,fuß,Tier-Lemma
897,ezelinne,Tier-Lemma
898,fischlein,Tier-Lemma
899,heuschrecke,Tier-Lemma
900,wild,Tier-Lemma
901,bacchanal,Tier-Lemma
902,grasmück,Tier-Lemma
903,teufels-larve,Tier-Lemma
904,schmetterling,Tier-Lemma
905,ottilie,Tier-Lemma
906,petit-maitre,Tier-Lemma
907,löwe,Tier-Lemma
908,homunculus,Tier-Lemma
909,fled,Tier-Lemma
910,moses,Tier-Lemma
911,famulus,Tier-Lemma
912,achilles,Tier-Lemma
913,phöbe,Tier-Lemma
914,cili,Tier-Lemma
915,katze,Tier-Lemma
916,koffre,Tier-Lemma
917,thierfell,Tier-Lemma
918,hahnenbein,Tier-Lemma
919,groom,Tier-Lemma
920,gneisenau,Tier-Lemma
921,urania,Tier-Lemma
922,unthier,Tier-Lemma
923,libuss,Tier-Lemma
924,fleischerhund,Tier-Lemma
925,crucifixus,Tier-Lemma
926,schlangenwurmes,Tier-Lemma
927,gerippe,Tier-Lemma
928,nase,Tier-Lemma
929,gaisbock,Tier-Lemma
930,piro,Tier-Lemma
931,rosalie,Tier-Lemma
932,batinius,Tier-Lemma
933,tierhäute,Tier-Lemma
934,schaf,Tier-Lemma
935,seemöve,Tier-Lemma
936,krabbe's,Tier-Lemma
937,storm,Tier-Lemma
938,raubtier,Tier-Lemma
939,eudoxien,Tier-Lemma
940,pinxi,Tier-Lemma
941,octavian,Tier-Lemma
942,lache,Tier-Lemma
943,arkebusier,Tier-Lemma
944,eumenide,Tier-Lemma
945,farfarellen,Tier-Lemma
946,hirsche,Tier-Lemma
947,spindel,Tier-Lemma
948,seraphicus,Tier-Lemma
949,oali,Tier-Lemma
950,pellmann,Tier-Lemma
951,leopard,Tier-Lemma
952,aversa,Tier-Lemma
953,leopardenfelle,Tier-Lemma
954,bär,Tier-Lemma
955,kriemhild,Tier-Lemma
956,schweinsköpfen,Tier-Lemma
957,tierchen,Tier-Lemma
958,gnome,Tier-Lemma
959,hupfer,Tier-Lemma
960,falkenhaube,Tier-Lemma
961,schwein,Tier-Lemma
962,krautkopf,Tier-Lemma
963,fisch,Tier-Lemma
964,riesengan,Tier-Lemma
965,talerkrug,Tier-Lemma
966,rute,Tier-Lemma
967,sporn,Tier-Lemma
968,kamilla,Tier-Lemma
969,auge,Tier-Lemma
970,raben,Tier-Lemma
971,hufeisen,Tier-Lemma
972,atreu,Tier-Lemma
973,stab,Tier-Lemma
974,posthorn,Tier-Lemma
975,pferdekopf,Tier-Lemma
976,arabella,Tier-Lemma
977,föt,Tier-Lemma
978,ogen,Tier-Lemma
979,polyhymnia,Tier-Lemma
980,humpe,Tier-Lemma
981,lers,Tier-Lemma
982,wrsch,Tier-Lemma
983,meerkatz,Tier-Lemma
984,riese,Tier-Lemma
985,schnitzler-anatol.xml,Text
986,hofmannsthal-die-frau-im-fenster.xml,Text
987,nestroy-der-boese-geist-lumpazivagabundus.xml,Text
988,hofmannsthal-ariadne-auf-naxos.xml,Text
989,scheerbart-der-wetterfuerst.xml,Text
990,baeuerle-die-buerger-in-wien.xml,Text
991,sudermann-heimat.xml,Text
992,kleist-der-zerbrochene-krug.xml,Text
993,fock-cili-cohrs.xml,Text
994,hebbel-gyges-und-sein-ring.xml,Text
995,scheerbart-das-dumme-luder.xml,Text
996,weissenthurn-die-schwestern-st-janvier.xml,Text
997,wedekind-musik.xml,Text
998,pelzel-apolls-gericht-oder-das-bestrafte-vorurtheil-vindebonens.xml,Text
999,raimund-der-barometermacher-auf-der-zauberinsel.xml,Text
1000,spiess-klara-von-hoheneichen.xml,Text
1001,bunge-der-trompeter-von-saekkingen.xml,Text
1002,ayrer-fassnachtspil-wie-einem-weib-jhr-eygener-mann.xml,Text
1003,gryphius-catharina-von-georgien.xml,Text
1004,achat-ein-april-scherz.xml,Text
1005,nestroy-einen-jux-will-er-sich-machen.xml,Text
1006,lenz-die-freunde-machen-den-philosophen.xml,Text
1007,schiller-kabale-und-liebe.xml,Text
1008,wildgans-armut.xml,Text
1009,schnitzler-das-weite-land.xml,Text
1010,ernst-die-groesste-suende.xml,Text
1011,ludwig-die-makkabaeer.xml,Text
1012,muehsam-staatsraeson.xml,Text
1013,niebergall-datterich.xml,Text
1014,muellner-die-schuld.xml,Text
1015,wedekind-der-kammersaenger.xml,Text
1016,laube-gottsched-und-gellert.xml,Text
1017,raimund-der-diamant-des-geisterkoenigs.xml,Text
1018,martini-rhynsolt-und-sapphira.xml,Text
1019,babo-arno.xml,Text
1020,lessing-miss-sara-sampson.xml,Text
1021,hofmannsthal-der-rosenkavalier.xml,Text
1022,ertler-anna-iwanowna.xml,Text
1023,ebner-eschenbach-am-ende.xml,Text
1024,schink-hanswurst-von-salzburg-mit-dem-hoelzernen-gat.xml,Text
1025,holz-jerschke-traumulus.xml,Text
1026,wedekind-die-buechse-der-pandora.xml,Text
1027,chlumberg-die-fuehrer.xml,Text
1028,leisewitz-die-pfandung.xml,Text
1029,nestroy-der-talisman.xml,Text
1030,klopstock-der-tod-abels.xml,Text
1031,brandes-ariadne-auf-naxos.xml,Text
1032,weissenthurn-das-manuscript.xml,Text
1033,dauthendey-die-spielereien-einer-kaiserin.xml,Text
1034,klinger-prinz-seiden-wurm-der-reformator.xml,Text
1035,iffland-das-erbtheil-des-vaters.xml,Text
1036,hauptmann-carl-die-armseligen-besenbinder.xml,Text
1037,holz-sonnenfinsternis.xml,Text
1038,krueger-die-geistlichen-auf-dem-lande.xml,Text
1039,raupach-der-degen.xml,Text
1040,hasenclever-der-sohn.xml,Text
1041,moser-krieg-oder-frieden.xml,Text
1042,stavenhagen-mudder-mews.xml,Text
1043,klinger-simsone-grisaldo.xml,Text
1044,goethe-die-mitschuldigen.xml,Text
1045,lessing-der-freigeist.xml,Text
1046,schoenthan-der-raub-der-sabinerinnen.xml,Text
1047,hauptmann-gabriel-schillings-flucht.xml,Text
1048,gutzkow-uriel-acosta.xml,Text
1049,heyse-don-juans-ende.xml,Text
1050,grillparzer-des-meeres-und-der-liebe-wellen.xml,Text
1051,holz-schlaf-die-familie-selicke.xml,Text
1052,chezy-euryanthe.xml,Text
1053,hebbel-judith.xml,Text
1054,goethe-iphigenie-auf-tauris.xml,Text
1055,wieland-alceste.xml,Text
1056,krueger-die-candidaten.xml,Text
1057,kotzebue-die-alten-liebschaften.xml,Text
1058,buechner-dantons-tod.xml,Text
1059,koch-die-maennerfeindin.xml,Text
1060,kleist-die-hermannsschlacht.xml,Text
1061,hauptmann-carl-im-goldenen-tempel-buche-verzeichnet.xml,Text
1062,sudermann-die-ehre.xml,Text
1063,herzenskron-hoang-puff.xml,Text
1064,weissenthurn-johann-herzog-von-finnland.xml,Text
1065,kotzebue-die-deutschen-kleinstaedter.xml,Text
1066,nestroy-das-haus-der-temperamente.xml,Text
1067,ruederer-die-fahnenweihe.xml,Text
1068,kupelwieser-fierrabras.xml,Text
1069,panizza-das-liebeskonzil.xml,Text
1070,benedix-johanna-sebus.xml,Text
1071,ebner-eschenbach-bettelbriefe.xml,Text
1072,heym-atalanta-oder-die-angst.xml,Text
1073,gronemann-hamans-flucht.xml,Text
1074,lessing-die-juden.xml,Text
1075,larronge-mein-leopold.xml,Text
1076,schouwaert-die-ueberschwemmung.xml,Text
1077,gemmingen-hornberg-der-deutsche-hausvater.xml,Text
1078,freytag-graf-waldemar.xml,Text
1079,anzengruber-der-gwissenswurm.xml,Text
1080,stramm-sancta-susanna.xml,Text
1081,benedix-die-hochzeitsreise.xml,Text
1082,nestroy-das-maedl-aus-der-vorstadt.xml,Text
1083,wedekind-erdgeist.xml,Text
1084,wedekind-koenig-nicolo.xml,Text
1085,goentgen-anna-bell.xml,Text
1086,heiseler-die-kinder-godunofs.xml,Text
1087,lessing-philotas.xml,Text
1088,gellert-die-zaertlichen-schwestern.xml,Text
1089,lessing-der-misogyn.xml,Text
1090,hofmannsthal-der-turm.xml,Text
1091,klabund-der-kreidekreis.xml,Text
1092,benedix-eigensinn.xml,Text
1093,uhland-ludwig-der-bayer.xml,Text
1094,neuber-die-beschuetzte-schauspielkunst.xml,Text
1095,hagemann-ludwig-der-springer.xml,Text
1096,wildgans-in-ewigkeit-amen.xml,Text
1097,scheerbart-der-regierungswechsel.xml,Text
1098,hebbel-der-diamant.xml,Text
1099,nestroy-der-unbedeutende.xml,Text
1100,kleist-das-kaethchen-von-heilbronn.xml,Text
1101,grabbe-napoleon.xml,Text
1102,dohm-vom-stamm-der-asra.xml,Text
1103,weidmann-johann-faust.xml,Text
1104,immermann-eudoxia.xml,Text
1105,avenarius-faust.xml,Text
1106,goethe-faust-in-urspruenglicher-gestalt.xml,Text
1107,stramm-die-haidebraut.xml,Text
1108,scheerbart-die-wurzeln-der-wohlhabenheit.xml,Text
1109,kotzebue-der-verschwiegene-wider-willen.xml,Text
1110,busoni-turandot.xml,Text
1111,eichendorff-die-freier.xml,Text
1112,hauptmann-carl-gaukler-tod-und-juwelier.xml,Text
1113,klopstock-hermanns-schlacht.xml,Text
1114,kotzebue-die-beiden-klingsberg.xml,Text
1115,wohlbrueck-der-vampyr.xml,Text
1116,weisse-atreus-und-thyest.xml,Text
1117,lautensack-die-pfarrhauskomoedie.xml,Text
1118,tieck-die-verkehrte-welt.xml,Text
1119,kaiser-die-schule-des-armen.xml,Text
1120,schiller-wilhelm-tell.xml,Text
1121,heiseler-peter-und-alexej.xml,Text
1122,benkowitz-die-jubelfeier-der-hoelle.xml,Text
1123,birch-pfeiffer-pfeffer-roesel.xml,Text
1124,dehmel-michel-michael.xml,Text
1125,hauptmann-die-ratten.xml,Text
1126,wagner-goetterdaemmerung.xml,Text
1127,kaltneker-das-bergwerk.xml,Text
1128,horvath-kasimir-und-karoline.xml,Text
1129,klingemann-faust.xml,Text
1130,ganghofer-der-herrgottschnitzer-von-ammergau.xml,Text
1131,roeber-koenig-manfred.xml,Text
1132,hebbel-trauerspiel-in-sizilien.xml,Text
1133,thoma-magdalena.xml,Text
1134,grohmann-wohlthat-fuer-wohlthat.xml,Text
1135,schober-alfonso-und-estrella.xml,Text
1136,gryphius-leo-armenius-oder-fuersten-mord.xml,Text
1137,kotzebue-das-unsichtbare-maedchen.xml,Text
1138,wieland-klementina-von-porretta.xml,Text
1139,pfeffel-serena.xml,Text
1140,kleist-die-familie-schroffenstein.xml,Text
1141,schiller-wallensteins-tod.xml,Text
1142,tieck-der-gestiefelte-kater.xml,Text
1143,hartleben-die-sittliche-forderung.xml,Text
1144,hofmannsthal-jedermann.xml,Text
1145,scheerbart-der-schornsteinfeger.xml,Text
1146,hauptmann-florian-geyer.xml,Text
1147,wieland-lady-johanna-gray.xml,Text
1148,wagner-die-walkuere.xml,Text
1149,raimund-die-unheilbringende-zauberkrone.xml,Text
1150,schlegel-die-entfuehrte-dose.xml,Text
1151,lessing-damon.xml,Text
1152,werner-der-vierundzwanzigste-februar.xml,Text
1153,scheerbart-ruebezahl.xml,Text
1154,gottschedin-die-pietisterey-im-fischbein-rocke.xml,Text
1155,ertler-belian-und-marpalye.xml,Text
1156,grohmann-gioconda-oder-weiberrache-kennt-keine-grenzen.xml,Text
1157,lessing-nathan-der-weise.xml,Text
1158,lautensack-hahnenkampf.xml,Text
1159,gryphius-cardenio-und-celinde.xml,Text
1160,frank-sturm-im-wasserglas.xml,Text
1161,weise-masaniello.xml,Text
1162,schiller-don-carlos-infant-von-spanien.xml,Text
1163,lautensack-medusa.xml,Text
1164,hafner-maegera-die-foerchterliche-hexe.xml,Text
1165,scheerbart-lachende-gespenster.xml,Text
1166,anonym-die-gespenster.xml,Text
1167,schlegel-die-stumme-schoenheit.xml,Text
1168,eckardt-die-vergiftete-traube.xml,Text
1169,wagner-der-fliegende-hollaender.xml,Text
1170,iffland-liebe-und-wille.xml,Text
1171,grillparzer-sappho.xml,Text
1172,ayrenhoff-virginia.xml,Text
1173,ludwig-der-erbfoerster.xml,Text
1174,rache-belsazar.xml,Text
1175,essig-ueberteufel.xml,Text
1176,weissenthurn-welche-ist-die-braut.xml,Text
1177,thoma-erster-klasse.xml,Text
1178,widmann-maikaefer-komoedie.xml,Text
1179,scheerbart-die-lustigen-raeuber.xml,Text
1180,grillparzer-ein-bruderzwist-in-habsburg.xml,Text
1181,anonym-die-weiber-list.xml,Text
1182,reuter-l-honnete-femme-oder-die-ehrliche-frau-zu-plissine.xml,Text
1183,stephanie-der-schauspieldirektor.xml,Text
1184,anonym-das-urtheil-des-paris.xml,Text
1185,grabbe-die-hermannsschlacht.xml,Text
1186,nestroy-freiheit-in-kraehwinkel.xml,Text
1187,scheerbart-das-mirakel.xml,Text
1188,hofmannsthal-der-schwierige.xml,Text
1189,cronegk-codrus.xml,Text
1190,hofmannsthal-die-frau-ohne-schatten.xml,Text
1191,gehe-jessonda.xml,Text
1192,wedekind-hidalla.xml,Text
1193,leisewitz-julius-von-tarent.xml,Text
1194,ebner-eschenbach-ihre-schwester.xml,Text
1195,neuber-die-verehrung-der-vollkommenheit.xml,Text
1196,birch-pfeiffer-die-walpurgisnacht.xml,Text
1197,wagner-die-reue-nach-der-that.xml,Text
1198,blumenthal-im-weissen-roessl.xml,Text
1199,gottsched-der-sterbende-cato.xml,Text
1200,cronegk-der-misstrauische.xml,Text
1201,lasker-schueler-die-wupper.xml,Text
1202,schiller-die-raeuber.xml,Text
1203,zschokke-abellino.xml,Text
1204,grabbe-kaiser-heinrich-der-sechste.xml,Text
1205,gryphius-verlibtes-gespenste-die-gelibte-dornrose.xml,Text
1206,wagner-die-kindermoerderin.xml,Text
1207,hebbel-kriemhilds-rache.xml,Text
1208,kurz-prinzessin-pumphia.xml,Text
1209,eichendorff-das-incognito.xml,Text
1210,gerstenberg-ugolino.xml,Text
1211,schiller-die-verschwoerung-des-fiesco-zu-genua.xml,Text
1212,anzengruber-der-meineidbauer.xml,Text
1213,stramm-erwachen.xml,Text
1214,thoma-moral.xml,Text
1215,birch-pfeiffer-vatersorgen.xml,Text
1216,frech-von-ehrimfeld-die-gefahr.xml,Text
1217,reinhardt-die-braut-des-echos.xml,Text
1218,ebner-eschenbach-die-veilchen.xml,Text
1219,alberti-brot.xml,Text
1220,schlegel-alarcos.xml,Text
1221,schikaneder-die-zauberfloete.xml,Text
1222,kaiser-stadt-und-land.xml,Text
1223,collin-coriolan.xml,Text
1224,schiller-die-piccolomini.xml,Text
1225,kotzebue-wer-weiss-wozu-das-gut-ist.xml,Text
1226,anzengruber-die-kreuzelschreiber.xml,Text
1227,platen-die-verhaengnisvolle-gabel.xml,Text
1228,lessing-der-junge-gelehrte.xml,Text
1229,goethe-der-buergergeneral.xml,Text
1230,raimund-der-verschwender.xml,Text
1231,neuber-das-schaeferfest.xml,Text
1232,waldvogl-die-falschen-banknoten.xml,Text
1233,kafka-der-gruftwaechter.xml,Text
1234,schnitzler-die-letzten-masken.xml,Text
1235,devrient-die-gunst-des-augenblicks.xml,Text
1236,weidmann-der-selbstmord-oder-der-unglueckliche-lottospieler.xml,Text
1237,gotter-der-dorfjahrmarkt.xml,Text
1238,fouque-sigurds-rache.xml,Text
1239,chezy-der-neue-narziss.xml,Text
1240,schlegel-dueval-und-charmille.xml,Text
1241,goethe-der-triumph-der-empfindsamkeit.xml,Text
1242,goethe-der-grosskophta.xml,Text
1243,lenz-pandaemonium-germanicum.xml,Text
1244,hofmannsthal-das-bergwerk-zu-falun.xml,Text
1245,grabbe-don-juan-und-faust.xml,Text
1246,schnitzler-der-gruene-kakadu.xml,Text
1247,eckartshausen-der-pudelhund.xml,Text
1248,maler-mueller-golo-und-genovefa.xml,Text
1249,schnitzler-liebelei.xml,Text
1250,goethe-torquato-tasso.xml,Text
1251,kotzebue-der-schutzgeist.xml,Text
1252,kotzebue-der-freimaurer.xml,Text
1253,rosenow-die-im-schatten-leben.xml,Text
1254,gryphius-absurda-comica-oder-herr-peter-squentz.xml,Text
1255,herzl-der-fluechtling.xml,Text
1256,benedix-doctor-wespe.xml,Text
1257,lassalle-franz-von-sickingen.xml,Text
1258,grabbe-hannibal.xml,Text
1259,wagner-siegfried.xml,Text
1260,gessner-evander-und-alcimna.xml,Text
1261,hebbel-maria-magdalene.xml,Text
1262,schnitzler-komtesse-mizzi.xml,Text
1263,dery-die-selige-insel.xml,Text
1264,musil-die-schwaermer.xml,Text
1265,gutzkow-das-urbild-des-tartueffe.xml,Text
1266,bauernfeld-industrie-und-herz.xml,Text
1267,sander-die-hoftrauer-oder-das-testament.xml,Text
1268,reinick-genoveva.xml,Text
1269,bahr-das-phantom.xml,Text
1270,scheerbart-der-herr-vom-jenseits.xml,Text
1271,hartleben-rosenmontag.xml,Text
1272,anonym-das-lustlager.xml,Text
1273,sudermann-stein-unter-steinen.xml,Text
1274,goethe-proserpina.xml,Text
1275,hebbel-agnes-bernauer.xml,Text
1276,thoma-die-lokalbahn.xml,Text
1277,goethe-faust-der-tragoedie-zweiter-teil.xml,Text
1278,meisl-orpheus-und-euridice.xml,Text
1279,nestroy-judith-und-holofernes.xml,Text
1280,guenderode-udohla.xml,Text
1281,kotzebue-die-indianer-in-england.xml,Text
1282,hofmannsthal-der-abenteurer-und-die-saengerin.xml,Text
1283,grillparzer-medea.xml,Text
1284,rubiner-die-gewaltlosen.xml,Text
1285,halm-der-sohn-der-wildnis.xml,Text
1286,sorge-der-bettler.xml,Text
1287,dohm-der-seelenretter.xml,Text
1288,goethe-die-wette.xml,Text
1289,gutzkow-zopf-und-schwert.xml,Text
1290,birch-pfeiffer-johannes-gutenberg.xml,Text
1291,houwald-die-freistatt.xml,Text
1292,laube-struensee.xml,Text
1293,scheerbart-der-fanatische-buergermeister.xml,Text
1294,beyer-der-hausherr-in-der-klemme.xml,Text
1295,gasser-ramirus.xml,Text
1296,prutz-die-politische-wochenstube.xml,Text
1297,hensler-der-schornsteinfeger.xml,Text
1298,brandes-ino.xml,Text
1299,berg-kalisch-berlin-wie-es-weint-und-lacht.xml,Text
1300,laufs-jacoby-pension-schoeller.xml,Text
1301,kotzebue-der-wirrwarr.xml,Text
1302,lessing-die-alte-jungfer.xml,Text
1303,schnitzler-der-puppenspieler.xml,Text
1304,hofmannsthal-alkestis.xml,Text
1305,goethe-erwin-und-elmire.xml,Text
1306,beer-der-paria.xml,Text
1307,kannengiesser-die-vierbeinigten-philosophen.xml,Text
1308,gottsched-atalanta.xml,Text
1309,richter-eumenides-duester.xml,Text
1310,holz-sozialaristokraten.xml,Text
1311,thoma-die-medaille.xml,Text
1312,klopstock-der-tod-adams.xml,Text
1313,schnitzler-literatur.xml,Text
1314,ayrer-comedia-von-zweyen-bruedern-auss-syracusa.xml,Text
1315,stephanie-doktor-und-apotheker.xml,Text
1316,nestroy-der-zerrissene.xml,Text
1317,bleibtreu-weltgericht.xml,Text
1318,lessing-der-schatz.xml,Text
1319,mosenthal-die-koenigin-von-saba.xml,Text
1320,stephanie-die-entfuehrung-aus-dem-serail.xml,Text
1321,hauptmann-carl-frau-nadja-bielew.xml,Text
1322,haffner-die-fledermaus.xml,Text
1323,kotzebue-graf-benjowsky.xml,Text
1324,wildgans-dies-irae.xml,Text
1325,benedix-die-luegnerin.xml,Text
1326,klinger-die-zwillinge.xml,Text
1327,hebbel-demetrius.xml,Text
1328,borchert-draussen-vor-der-tuer.xml,Text
1329,raimund-moisasurs-zauberfluch.xml,Text
1330,schnitzler-der-einsame-weg.xml,Text
1331,kaiser-die-koralle.xml,Text
1332,arnim-das-loch.xml,Text
1333,hebbel-der-gehoernte-siegfried.xml,Text
1334,schnitzler-professor-bernhardi.xml,Text
1335,zedlitz-liebe-findet-ihre-wege.xml,Text
1336,goethe-die-laune-des-verliebten.xml,Text
1337,birch-pfeiffer-die-grille.xml,Text
1338,rosenow-kater-lampe.xml,Text
1339,weisse-die-jagd.xml,Text
1340,delpons-der-ahnherr.xml,Text
1341,meisl-der-lustige-fritz.xml,Text
1342,mosenthal-die-lustigen-weiber-von-windsor.xml,Text
1343,ball-die-nase-des-michelangelo.xml,Text
1344,zedlitz-herr-und-sklave.xml,Text
1345,engel-der-edelknabe.xml,Text
1346,platen-der-romantische-oedipus.xml,Text
1347,kobell-der-roaga.xml,Text
1348,scheerbart-das-gift.xml,Text
1349,koller-der-zauberstein.xml,Text
1350,guenderode-magie-und-schicksal.xml,Text
1351,ebner-eschenbach-doctor-ritter.xml,Text
1352,reuter-der-ehrlichen-frau-schlampampe-krankheit-und-tod.xml,Text
1353,schaefer-faustine-der-weibliche-faust.xml,Text
1354,bauernfeld-grossjaehrig.xml,Text
1355,lenz-die-soldaten.xml,Text
1356,guenderode-nikator.xml,Text
1357,hofmannsthal-der-unbestechliche.xml,Text
1358,sonnleithner-dir-wie-mir.xml,Text
1359,hofmannsthal-arabella.xml,Text
1360,holtei-die-kalkbrenner.xml,Text
1361,hebbel-siegfrieds-tod.xml,Text
1362,wolfram-faust.xml,Text
1363,wedekind-die-zensur.xml,Text
1364,gerhaeuser-der-moloch.xml,Text
1365,sudermann-der-bettler-von-syrakus.xml,Text
1366,laddey-maentelchen-nach-dem-winde.xml,Text
1367,grillparzer-die-argonauten.xml,Text
1368,heyne-der-stammbaum.xml,Text
1369,hippel-der-mann-nach-der-uhr.xml,Text
1370,kleist-amphitryon.xml,Text
1371,iffland-der-spieler.xml,Text
1372,engelke-wala.xml,Text
1373,heine-william-ratcliff.xml,Text
1374,goethe-des-epimenides-erwachen.xml,Text
1375,arnim-halle.xml,Text
1376,nestroy-eulenspiegel.xml,Text
1377,klemm-der-auf-den-parnass-versetzte-gruene-hut.xml,Text
1378,uhland-ernst-herzog-von-schwaben.xml,Text
1379,goethe-egmont.xml,Text
1380,grillparzer-libussa.xml,Text
1381,weidmann-der-dorfbarbier.xml,Text
1382,auenbrugger-der-rauchfangkehrer.xml,Text
1383,hofmannsthal-oedipus-und-die-sphinx.xml,Text
1384,sessa-unser-verkehr.xml,Text
1385,scheerbart-herr-kammerdiener-kneetschke.xml,Text
1386,gleim-philotas.xml,Text
1387,kotzebue-das-koestlichste.xml,Text
1388,sievers-die-schatzgraeber.xml,Text
1389,hofmannsthal-elektra.xml,Text
1390,schrader-der-hohlweg.xml,Text
1391,pfeil-lucie-woodvil.xml,Text
1392,boesenberg-die-amerikanische-waise.xml,Text
1393,kotzebue-der-hyperboreische-esel.xml,Text
1394,wildenbruch-die-haubenlerche.xml,Text
1395,bueschel-die-neue-messaline.xml,Text
1396,arnim-jerusalem.xml,Text
1397,anonym-die-grands-von-frankreich-in-ihrer-wahren-gestalt.xml,Text
1398,bossdorf-bahnmeister-dood.xml,Text
1399,wildenbruch-die-karolinger.xml,Text
1400,hafner-der-furchtsame.xml,Text
1401,gotter-medea.xml,Text
1402,voss-faust.xml,Text
1403,babo-das-winterquartier-in-amerika.xml,Text
1404,bleibtreu-ein-faust-der-that.xml,Text
1405,raupach-kritik-und-antikritik.xml,Text
1406,thoma-lottchens-geburtstag.xml,Text
1407,freisleben-der-weihnachtstag.xml,Text
1408,sternheim-der-snob.xml,Text
1409,soden-doktor-faust.xml,Text
1410,treitschke-das-bauerngut.xml,Text
1411,hauptmann-carl-ephraims-breite.xml,Text
1412,bodmer-polytimet.xml,Text
1413,goethe-goetz-von-berlichingen-mit-der-eisernen-hand.xml,Text
1414,raupach-der-versiegelte-burgemeister.xml,Text
1415,seemann-dulk-die-waende.xml,Text
1416,sorge-der-sieg-des-christos.xml,Text
1417,bauernfeld-buergerlich-und-romantisch.xml,Text
1418,wedekind-tod-und-teufel.xml,Text
1419,rilke-ohne-gegenwart.xml,Text
1420,kraus-traumstueck.xml,Text
1421,anzengruber-der-pfarrer-von-kirchfeld.xml,Text
1422,collin-balboa.xml,Text
1423,hofmannsthal-der-tor-und-der-tod.xml,Text
1424,kleist-prinz-friedrich-von-homburg.xml,Text
1425,schlegel-der-triumph-der-guten-frauen.xml,Text
1426,grillparzer-weh-dem-der-luegt.xml,Text
1427,dehmel-die-menschenfreunde.xml,Text
1428,gryphius-carolus-stuardus.xml,Text
1429,schnitzler-komoedie-der-verfuehrung.xml,Text
1430,panizza-nero.xml,Text
1431,schiller-die-jungfrau-von-orleans.xml,Text
1432,koerner-die-blumen.xml,Text
1433,kotzebue-die-spanier-in-peru.xml,Text
1434,moser-das-stiftungsfest.xml,Text
1435,herzl-das-neue-ghetto.xml,Text
1436,stramm-rudimentaer.xml,Text
1437,horvath-geschichten-aus-dem-wiener-wald.xml,Text
1438,wagner-voltaire-am-abend-seiner-apotheose.xml,Text
1439,dovsky-mona-lisa.xml,Text
1440,sachs-ein-comedi-von-dem-reichen-sterbenden-menschen-der-hecastus-genannt.xml,Text
1441,immermann-das-gericht-von-st-petersburg.xml,Text
1442,schlegel-der-geschaeftige-muessiggaenger.xml,Text
1443,klinger-die-neue-arria.xml,Text
1444,laube-die-karlsschueler.xml,Text
1445,schoenherr-der-weibsteufel.xml,Text
1446,cornelius-der-barbier-von-bagdad.xml,Text
1447,heine-almansor.xml,Text
1448,goethe-faust-eine-tragoedie.xml,Text
1449,kotzebue-pagenstreiche.xml,Text
1450,schnitzler-zum-grossen-wurstel.xml,Text
1451,scheerbart-die-welt-geht-unter.xml,Text
1452,scheerbart-der-vornehme-raeuberhauptmann.xml,Text
1453,freytag-der-gelehrte.xml,Text
1454,bredow-goerne-der-lauf-der-welt.xml,Text
1455,schnitzler-anatols-groessenwahn.xml,Text
1456,immermann-die-bojaren.xml,Text
1457,schnitzler-die-frau-mit-dem-dolche.xml,Text
1458,wedekind-fruehlings-erwachen.xml,Text
1459,goethe-pandora.xml,Text
1460,buechner-woyzeck.xml,Text
1461,hofmannsthal-der-tod-des-tizian.xml,Text
1462,goethe-das-jahrmarktsfest-zu-plundersweilern.xml,Text
1463,wilbrandt-gracchus-der-volkstribun.xml,Text
1464,brachvogel-narziss.xml,Text
1465,heyne-die-beiden-billets.xml,Text
1466,stramm-geschehen.xml,Text
1467,kotzebue-der-weibliche-jacobiner-clubb.xml,Text
1468,mylius-die-schaeferinsel.xml,Text
1469,bretzner-belmont-und-constanze.xml,Text
1470,alberti-im-suff.xml,Text
1471,moeser-die-tugend-auf-der-schaubuehne.xml,Text
1472,schildbach-glueck-durch-unglueck.xml,Text
1473,baggesen-der-vollendete-faust.xml,Text
1474,lortzing-der-wildschuetz.xml,Text
1475,schiller-maria-stuart.xml,Text
1476,wagner-das-rheingold.xml,Text
1477,ebner-eschenbach-das-waldfraeulein.xml,Text
1478,wagner-tannhaeuser.xml,Text
1479,huber-die-torte.xml,Text
1480,hillern-guten-abend.xml,Text
1481,schnitzler-der-tapfere-cassian.xml,Text
1482,tieck-prinz-zerbino.xml,Text
1483,toerring-agnes-bernauerin.xml,Text
1484,hauptmann-vor-sonnenaufgang.xml,Text
1485,holtei-ein-trauerspiel-in-berlin.xml,Text
1486,schlegel-jon.xml,Text
1487,wagner-lohengrin.xml,Text
1488,stramm-kraefte.xml,Text
1489,lortzing-zar-und-zimmermann.xml,Text
1490,schink-der-neue-doktor-faust.xml,Text
1491,iffland-figaro-in-deutschland.xml,Text
1492,anonym-die-verhandelte-braut.xml,Text
