Id,Label,Type
860,rennthier,Tier-Lemma
861,petze,Tier-Lemma
862,sargina,Tier-Lemma
863,drache,Tier-Lemma
864,mon,Tier-Lemma
865,oolsch,Tier-Lemma
866,huß,Tier-Lemma
867,jungfräulein,Tier-Lemma
868,schwalb,Tier-Lemma
869,grinis,Tier-Lemma
870,aar,Tier-Lemma
871,flanke,Tier-Lemma
872,zentauren,Tier-Lemma
873,raupel,Tier-Lemma
874,zembla,Tier-Lemma
875,grünfrosch,Tier-Lemma
876,bembo,Tier-Lemma
877,tierlein,Tier-Lemma
878,kielkropf,Tier-Lemma
879,stall,Tier-Lemma
880,cambdenus,Tier-Lemma
881,pudelhund,Tier-Lemma
882,lukanus,Tier-Lemma
883,bramin,Tier-Lemma
884,helikanus,Tier-Lemma
885,kam,Tier-Lemma
886,fuchsschwanze,Tier-Lemma
887,koppe,Tier-Lemma
888,rosenbukett,Tier-Lemma
889,fleischlappe,Tier-Lemma
890,wundervögeln,Tier-Lemma
891,araras,Tier-Lemma
892,waldgeist,Tier-Lemma
893,ratte,Tier-Lemma
894,hummermajonäsen-martirjum,Tier-Lemma
895,inflexit,Tier-Lemma
896,brummbaß,Tier-Lemma
897,lebewesen,Tier-Lemma
898,fröschen,Tier-Lemma
899,miliweib,Tier-Lemma
900,krebsschwänze,Tier-Lemma
901,kosak,Tier-Lemma
902,wolfsrache,Tier-Lemma
903,casus,Tier-Lemma
904,trojas,Tier-Lemma
905,goldadler,Tier-Lemma
906,colibri,Tier-Lemma
907,cicero,Tier-Lemma
908,tigerkatzen,Tier-Lemma
909,fleuch,Tier-Lemma
910,höllenauswurf,Tier-Lemma
911,mysticus,Tier-Lemma
912,lermen,Tier-Lemma
913,summ,Tier-Lemma
914,purpurmohn,Tier-Lemma
915,hornviecher,Tier-Lemma
916,himmelsschwalbe,Tier-Lemma
917,federle,Tier-Lemma
918,schweinehaschpel,Tier-Lemma
919,schoßhunds,Tier-Lemma
920,rindvieh,Tier-Lemma
921,hubert,Tier-Lemma
922,schnabeltierstadien,Tier-Lemma
923,dompfaffen,Tier-Lemma
924,klappermühle,Tier-Lemma
925,röhrigflöt,Tier-Lemma
926,kümmelgebimmel,Tier-Lemma
927,gorgo,Tier-Lemma
928,popejeie,Tier-Lemma
929,bisgurn,Tier-Lemma
930,käs,Tier-Lemma
931,fidibus,Tier-Lemma
932,hystericam,Tier-Lemma
933,kobra,Tier-Lemma
934,spaßvögelchen,Tier-Lemma
935,stekkenpferd,Tier-Lemma
936,tapßier,Tier-Lemma
937,maulschell,Tier-Lemma
938,hermelin-fell,Tier-Lemma
939,jämmerling,Tier-Lemma
940,phantastsche,Tier-Lemma
941,mäuse-pulver,Tier-Lemma
942,katze,Tier-Lemma
943,hahnenbein,Tier-Lemma
944,mäus,Tier-Lemma
945,lauwin,Tier-Lemma
946,fleischerhund,Tier-Lemma
947,flavie,Tier-Lemma
948,ponys,Tier-Lemma
949,haccus,Tier-Lemma
950,octavian,Tier-Lemma
951,maulwurfsart,Tier-Lemma
952,würger,Tier-Lemma
953,barometter,Tier-Lemma
954,wächterhund,Tier-Lemma
955,rebus,Tier-Lemma
956,waldes-thiere,Tier-Lemma
957,posthorn,Tier-Lemma
958,ungestüm,Tier-Lemma
959,sommerfalter,Tier-Lemma
960,rabenfell,Tier-Lemma
961,humpe,Tier-Lemma
962,rihnocerus,Tier-Lemma
963,pegasus,Tier-Lemma
964,krum,Tier-Lemma
965,viehes,Tier-Lemma
966,jagdhörner,Tier-Lemma
967,goldvogel,Tier-Lemma
968,raubvögel,Tier-Lemma
969,waldhorn,Tier-Lemma
970,hausthür,Tier-Lemma
971,füchselein,Tier-Lemma
972,kunstreitertiere,Tier-Lemma
973,schälche,Tier-Lemma
974,blitzkrot,Tier-Lemma
975,feldmaus,Tier-Lemma
976,golde,Tier-Lemma
977,finkenhähnche,Tier-Lemma
978,totenglocke,Tier-Lemma
979,mohrenhund,Tier-Lemma
980,heuschreckenschar,Tier-Lemma
981,dachse,Tier-Lemma
982,wühltier,Tier-Lemma
983,tubam,Tier-Lemma
984,hute,Tier-Lemma
985,mocenigo,Tier-Lemma
986,passionem,Tier-Lemma
987,gänsen,Tier-Lemma
988,feuerkröt,Tier-Lemma
989,spielhahn,Tier-Lemma
990,fischel,Tier-Lemma
991,clitander,Tier-Lemma
992,stierkopf,Tier-Lemma
993,zweibein,Tier-Lemma
994,salome,Tier-Lemma
995,brizzi,Tier-Lemma
996,amselschnabel,Tier-Lemma
997,blasbälge,Tier-Lemma
998,püster,Tier-Lemma
999,art,Tier-Lemma
1000,lämmerherde,Tier-Lemma
1001,douche,Tier-Lemma
1002,bierrettich,Tier-Lemma
1003,hellebarden,Tier-Lemma
1004,kinn,Tier-Lemma
1005,armadille,Tier-Lemma
1006,efeuranke,Tier-Lemma
1007,skelette,Tier-Lemma
1008,böck,Tier-Lemma
1009,jägrin,Tier-Lemma
1010,schellfisch,Tier-Lemma
1011,ratz,Tier-Lemma
1012,zabbäos,Tier-Lemma
1013,fuchsgesicht,Tier-Lemma
1014,löwinn,Tier-Lemma
1015,blutigel,Tier-Lemma
1016,pandurs,Tier-Lemma
1017,coelestica,Tier-Lemma
1018,couriere,Tier-Lemma
1019,mausefallenkrämer,Tier-Lemma
1020,spitzbub'n,Tier-Lemma
1021,koulisse,Tier-Lemma
1022,widdergespann,Tier-Lemma
1023,goldforelle,Tier-Lemma
1024,tieres,Tier-Lemma
1025,saugwurm,Tier-Lemma
1026,gänsg,Tier-Lemma
1027,hottentott,Tier-Lemma
1028,kolombinche,Tier-Lemma
1029,hulden,Tier-Lemma
1030,steiß,Tier-Lemma
1031,centaur,Tier-Lemma
1032,hoppe,Tier-Lemma
1033,phidias,Tier-Lemma
1034,leuchtkäfer,Tier-Lemma
1035,flodoarde,Tier-Lemma
1036,rehfuß,Tier-Lemma
1037,nachttau,Tier-Lemma
1038,prigg,Tier-Lemma
1039,hoden,Tier-Lemma
1040,säu,Tier-Lemma
1041,schimmel,Tier-Lemma
1042,katerchen,Tier-Lemma
1043,schippe,Tier-Lemma
1044,eselsohr,Tier-Lemma
1045,schimmelhaar,Tier-Lemma
1046,ophelia,Tier-Lemma
1047,klauenseuch,Tier-Lemma
1048,kett,Tier-Lemma
1049,kratz,Tier-Lemma
1050,schildjungfrau,Tier-Lemma
1051,brodrind,Tier-Lemma
1052,waldvögel,Tier-Lemma
1053,petri,Tier-Lemma
1054,welschhühner,Tier-Lemma
1055,bart,Tier-Lemma
1056,paradiesvogel,Tier-Lemma
1057,kämp,Tier-Lemma
1058,thierbändiger,Tier-Lemma
1059,flügelhorn,Tier-Lemma
1060,flosse,Tier-Lemma
1061,silvanus,Tier-Lemma
1062,pilz,Tier-Lemma
1063,mammeluck,Tier-Lemma
1064,kranzeljungfer,Tier-Lemma
1065,meze,Tier-Lemma
1066,libussas,Tier-Lemma
1067,berberhengst,Tier-Lemma
1068,lupus,Tier-Lemma
1069,lumpazius,Tier-Lemma
1070,phaon,Tier-Lemma
1071,guiskard,Tier-Lemma
1072,flieg,Tier-Lemma
1073,federbusch,Tier-Lemma
1074,teffli,Tier-Lemma
1075,löwenklau,Tier-Lemma
1076,nyssia,Tier-Lemma
1077,oikonomopulos,Tier-Lemma
1078,bisamkatze,Tier-Lemma
1079,hyän,Tier-Lemma
1080,feldequipag,Tier-Lemma
1081,nachtigall'n,Tier-Lemma
1082,federwische,Tier-Lemma
1083,partialis,Tier-Lemma
1084,fuchses,Tier-Lemma
1085,delphi,Tier-Lemma
1086,schießhunde,Tier-Lemma
1087,mauszähn,Tier-Lemma
1088,rabentier,Tier-Lemma
1089,pocus,Tier-Lemma
1090,goldfischlein,Tier-Lemma
1091,fee,Tier-Lemma
1092,laquai,Tier-Lemma
1093,zauberdiadem,Tier-Lemma
1094,brocken,Tier-Lemma
1095,moana's,Tier-Lemma
1096,papagey,Tier-Lemma
1097,orthodox,Tier-Lemma
1098,hippopotamus,Tier-Lemma
1099,diderot,Tier-Lemma
1100,ulysse,Tier-Lemma
1101,ottur'n,Tier-Lemma
1102,iber,Tier-Lemma
1103,tauris,Tier-Lemma
1104,e,Tier-Lemma
1105,gansel,Tier-Lemma
1106,ezel,Tier-Lemma
1107,hundemaul,Tier-Lemma
1108,bockmist,Tier-Lemma
1109,waldgefieder,Tier-Lemma
1110,tohn,Tier-Lemma
1111,oreaden,Tier-Lemma
1112,lepold,Tier-Lemma
1113,pupp,Tier-Lemma
1114,kälber,Tier-Lemma
1115,schädel,Tier-Lemma
1116,schafkopf,Tier-Lemma
1117,wasserdrachen,Tier-Lemma
1118,aff,Tier-Lemma
1119,wally,Tier-Lemma
1120,brüllaut,Tier-Lemma
1121,sancta,Tier-Lemma
1122,meliböu,Tier-Lemma
1123,trommelfellen,Tier-Lemma
1124,königstiger,Tier-Lemma
1125,bojokewitsch,Tier-Lemma
1126,tau,Tier-Lemma
1127,ponce,Tier-Lemma
1128,liev,Tier-Lemma
1129,strolch,Tier-Lemma
1130,scauru,Tier-Lemma
1131,hüner,Tier-Lemma
1132,götz,Tier-Lemma
1133,cupido,Tier-Lemma
1134,läster-maul,Tier-Lemma
1135,sim,Tier-Lemma
1136,komet,Tier-Lemma
1137,frohner,Tier-Lemma
1138,trunken,Tier-Lemma
1139,pandor,Tier-Lemma
1140,turteltaub,Tier-Lemma
1141,menschentier,Tier-Lemma
1142,gartenwürmche,Tier-Lemma
1143,krall'n,Tier-Lemma
1144,wurm,Tier-Lemma
1145,trampelthier,Tier-Lemma
1146,feigling,Tier-Lemma
1147,pofese,Tier-Lemma
1148,wallrossen,Tier-Lemma
1149,mirta,Tier-Lemma
1150,agag,Tier-Lemma
1151,gänsehaut,Tier-Lemma
1152,bart-cotelett,Tier-Lemma
1153,paraplui,Tier-Lemma
1154,genovefa,Tier-Lemma
1155,heuchelei,Tier-Lemma
1156,gesicht,Tier-Lemma
1157,schnecke,Tier-Lemma
1158,columbus,Tier-Lemma
1159,singvögelch,Tier-Lemma
1160,damöt,Tier-Lemma
1161,tiberim,Tier-Lemma
1162,löwenstein,Tier-Lemma
1163,aloe,Tier-Lemma
1164,lump,Tier-Lemma
1165,lobfrosche,Tier-Lemma
1166,wiedehopfs,Tier-Lemma
1167,ungethüm,Tier-Lemma
1168,viola,Tier-Lemma
1169,krahe,Tier-Lemma
1170,aris,Tier-Lemma
1171,hohlköpf,Tier-Lemma
1172,donnerkeil,Tier-Lemma
1173,waldhörner,Tier-Lemma
1174,adlerflügel,Tier-Lemma
1175,carriere,Tier-Lemma
1176,stechflieg,Tier-Lemma
1177,jagdhund,Tier-Lemma
1178,frohn,Tier-Lemma
1179,rallalala,Tier-Lemma
1180,intellectum,Tier-Lemma
1181,kütschche,Tier-Lemma
1182,kothner,Tier-Lemma
1183,gfliederwerk,Tier-Lemma
1184,geziefer,Tier-Lemma
1185,accoucheur,Tier-Lemma
1186,tauberich,Tier-Lemma
1187,spickgänse,Tier-Lemma
1188,dohl,Tier-Lemma
1189,stieres,Tier-Lemma
1190,schlangenbändiger,Tier-Lemma
1191,hull,Tier-Lemma
1192,wildschwein,Tier-Lemma
1193,malefizvogel,Tier-Lemma
1194,tierl'n,Tier-Lemma
1195,schose,Tier-Lemma
1196,forelle,Tier-Lemma
1197,nood,Tier-Lemma
1198,ahnherr,Tier-Lemma
1199,schlangenhaut,Tier-Lemma
1200,schafspelze,Tier-Lemma
1201,rephuhn,Tier-Lemma
1202,flichel,Tier-Lemma
1203,dogge,Tier-Lemma
1204,riesenadler,Tier-Lemma
1205,ameisenhaufen,Tier-Lemma
1206,krötenspieß,Tier-Lemma
1207,esel-könig,Tier-Lemma
1208,gang,Tier-Lemma
1209,dront,Tier-Lemma
1210,dulcis,Tier-Lemma
1211,friedensvogel,Tier-Lemma
1212,pharisäerhohn,Tier-Lemma
1213,marderfell,Tier-Lemma
1214,scävola,Tier-Lemma
1215,aueroch,Tier-Lemma
1216,birsen,Tier-Lemma
1217,postpferd,Tier-Lemma
1218,krott,Tier-Lemma
1219,wandervögel,Tier-Lemma
1220,paschkoffel,Tier-Lemma
1221,fitt'ge,Tier-Lemma
1222,tigeraug,Tier-Lemma
1223,lämmer-fellen,Tier-Lemma
1224,skorpionengeißeln,Tier-Lemma
1225,viren,Tier-Lemma
1226,hund'l,Tier-Lemma
1227,schwalbenpaar,Tier-Lemma
1228,mordhunde,Tier-Lemma
1229,hundeaug,Tier-Lemma
1230,pfingstvogel,Tier-Lemma
1231,hundsfott,Tier-Lemma
1232,hahn,Tier-Lemma
1233,grillchen,Tier-Lemma
1234,kebratne,Tier-Lemma
1235,glühwürmer,Tier-Lemma
1236,blumenaug,Tier-Lemma
1237,luchses,Tier-Lemma
1238,timotheus,Tier-Lemma
1239,giulietta,Tier-Lemma
1240,schwanenweibchen,Tier-Lemma
1241,heidelerchen,Tier-Lemma
1242,lammsviertel,Tier-Lemma
1243,pfot,Tier-Lemma
1244,sennrinn,Tier-Lemma
1245,schädlinge,Tier-Lemma
1246,fliehn,Tier-Lemma
1247,argusohr,Tier-Lemma
1248,laurer,Tier-Lemma
1249,metellus,Tier-Lemma
1250,schnauzen,Tier-Lemma
1251,geschöpfel,Tier-Lemma
1252,fliegengesum,Tier-Lemma
1253,brummbären,Tier-Lemma
1254,junge,Tier-Lemma
1255,pfauenwedel,Tier-Lemma
1256,coriolanus,Tier-Lemma
1257,nack,Tier-Lemma
1258,glahn,Tier-Lemma
1259,scheu,Tier-Lemma
1260,frobe,Tier-Lemma
1261,papagoio,Tier-Lemma
1262,sentimentalgeiger,Tier-Lemma
1263,emerenzia,Tier-Lemma
1264,ädra,Tier-Lemma
1265,waar,Tier-Lemma
1266,muth,Tier-Lemma
1267,froschschnut,Tier-Lemma
1268,markgräfisch,Tier-Lemma
1269,raittige,Tier-Lemma
1270,grasmück,Tier-Lemma
1271,blauäuglein,Tier-Lemma
1272,libe,Tier-Lemma
1273,magus,Tier-Lemma
1274,reitpferde,Tier-Lemma
1275,würste,Tier-Lemma
1276,schlangenkämme,Tier-Lemma
1277,rapphengst,Tier-Lemma
1278,gneisenau,Tier-Lemma
1279,timolaos,Tier-Lemma
1280,hechtkopf,Tier-Lemma
1281,springbock,Tier-Lemma
1282,schlangenwurmes,Tier-Lemma
1283,rattenmamsell,Tier-Lemma
1284,plump,Tier-Lemma
1285,mutier,Tier-Lemma
1286,delfinchen,Tier-Lemma
1287,fliag'n,Tier-Lemma
1288,thau-benezen,Tier-Lemma
1289,leopard,Tier-Lemma
1290,höhl,Tier-Lemma
1291,hengst,Tier-Lemma
1292,brummschädel,Tier-Lemma
1293,animam,Tier-Lemma
1294,kroupier,Tier-Lemma
1295,phonographentrichter,Tier-Lemma
1296,lasttier,Tier-Lemma
1297,zetermordio,Tier-Lemma
1298,froher,Tier-Lemma
1299,laxantia,Tier-Lemma
1300,glatzköpf,Tier-Lemma
1301,würd'gen,Tier-Lemma
1302,maultiere,Tier-Lemma
1303,quantula,Tier-Lemma
1304,cocytus,Tier-Lemma
1305,canarienvogel,Tier-Lemma
1306,sabinche,Tier-Lemma
1307,renner,Tier-Lemma
1308,hascht,Tier-Lemma
1309,katzenbuckel,Tier-Lemma
1310,kammerkatze,Tier-Lemma
1311,euporu,Tier-Lemma
1312,pferdehuf,Tier-Lemma
1313,schwammerl,Tier-Lemma
1314,adlerfed,Tier-Lemma
1315,gigl,Tier-Lemma
1316,firmavit,Tier-Lemma
1317,schimmellutz,Tier-Lemma
1318,hummer,Tier-Lemma
1319,hundsdreck,Tier-Lemma
1320,hanc,Tier-Lemma
1321,farr,Tier-Lemma
1322,urangutangs,Tier-Lemma
1323,samo,Tier-Lemma
1324,hasenlau,Tier-Lemma
1325,vettern,Tier-Lemma
1326,maulschnauze,Tier-Lemma
1327,tausendfüßler,Tier-Lemma
1328,scharka,Tier-Lemma
1329,horon,Tier-Lemma
1330,palli,Tier-Lemma
1331,vogel,Tier-Lemma
1332,bilau,Tier-Lemma
1333,stoppnadelsohr,Tier-Lemma
1334,prim,Tier-Lemma
1335,wellenmaul,Tier-Lemma
1336,goldne,Tier-Lemma
1337,vogelfelle,Tier-Lemma
1338,eselinn,Tier-Lemma
1339,suspiria,Tier-Lemma
1340,meeresschneck,Tier-Lemma
1341,stiffter,Tier-Lemma
1342,tarantel,Tier-Lemma
1343,sosias,Tier-Lemma
1344,kopf-schmertz,Tier-Lemma
1345,gänslein,Tier-Lemma
1346,goldfisch,Tier-Lemma
1347,volkstribun,Tier-Lemma
1348,bakke,Tier-Lemma
1349,tigellinus,Tier-Lemma
1350,schnatterhüpfle,Tier-Lemma
1351,assissen,Tier-Lemma
1352,schmalzbettler,Tier-Lemma
1353,strickbeutel,Tier-Lemma
1354,ilas,Tier-Lemma
1355,grimgerde,Tier-Lemma
1356,truffaldino,Tier-Lemma
1357,torrigiano,Tier-Lemma
1358,mutteraug,Tier-Lemma
1359,virgo,Tier-Lemma
1360,reiterpferde,Tier-Lemma
1361,ziegenbockstoß-pantomime,Tier-Lemma
1362,hypochondriacumer,Tier-Lemma
1363,pfötchen,Tier-Lemma
1364,ziejahn,Tier-Lemma
1365,corticelli,Tier-Lemma
1366,finis,Tier-Lemma
1367,kroitze,Tier-Lemma
1368,invektive,Tier-Lemma
1369,blix,Tier-Lemma
1370,gänsekiel,Tier-Lemma
1371,rüttelweih,Tier-Lemma
1372,schmetter,Tier-Lemma
1373,tenebris,Tier-Lemma
1374,cavalleristen-schnurrbart,Tier-Lemma
1375,egel,Tier-Lemma
1376,mauseratzenfaller,Tier-Lemma
1377,maulbeeresel,Tier-Lemma
1378,meroe,Tier-Lemma
1379,ultrix,Tier-Lemma
1380,alloa,Tier-Lemma
1381,läut,Tier-Lemma
1382,lebensauen,Tier-Lemma
1383,affiche,Tier-Lemma
1384,panier,Tier-Lemma
1385,fischkahn,Tier-Lemma
1386,flöt,Tier-Lemma
1387,purpurvogel,Tier-Lemma
1388,ora,Tier-Lemma
1389,tierraß,Tier-Lemma
1390,miedling,Tier-Lemma
1391,opfertier,Tier-Lemma
1392,szepter,Tier-Lemma
1393,bettelhund,Tier-Lemma
1394,saufaus,Tier-Lemma
1395,lerch,Tier-Lemma
1396,wurms,Tier-Lemma
1397,schlangenäuglein,Tier-Lemma
1398,federlein,Tier-Lemma
1399,vogelschrecker,Tier-Lemma
1400,zeidung,Tier-Lemma
1401,elfe,Tier-Lemma
1402,pirola,Tier-Lemma
1403,heuschreck-schwarm,Tier-Lemma
1404,mantille,Tier-Lemma
1405,thunfisch,Tier-Lemma
1406,piscis,Tier-Lemma
1407,sabel,Tier-Lemma
1408,krähe,Tier-Lemma
1409,läwensglick,Tier-Lemma
1410,küchelch,Tier-Lemma
1411,wundertieren,Tier-Lemma
1412,rebach,Tier-Lemma
1413,schwatzweib,Tier-Lemma
1414,goffier,Tier-Lemma
1415,glöckchen,Tier-Lemma
1416,freche,Tier-Lemma
1417,leonore,Tier-Lemma
1418,barthel,Tier-Lemma
1419,reiherbüschen,Tier-Lemma
1420,seidenwurm,Tier-Lemma
1421,geschmauses,Tier-Lemma
1422,nachtglocke,Tier-Lemma
1423,fittichen,Tier-Lemma
1424,bacchuskopf,Tier-Lemma
1425,hortense,Tier-Lemma
1426,auceps,Tier-Lemma
1427,stickhust,Tier-Lemma
1428,tud,Tier-Lemma
1429,maximus,Tier-Lemma
1430,schweinekopf,Tier-Lemma
1431,hunde,Tier-Lemma
1432,schweinsblasen,Tier-Lemma
1433,haimonskind,Tier-Lemma
1434,schwein-kopff,Tier-Lemma
1435,finsterling,Tier-Lemma
1436,geschöpfes,Tier-Lemma
1437,stock,Tier-Lemma
1438,bielbog,Tier-Lemma
1439,zaubervögel,Tier-Lemma
1440,regina,Tier-Lemma
1441,entfloh,Tier-Lemma
1442,lamme,Tier-Lemma
1443,jagdhorn,Tier-Lemma
1444,christenhund,Tier-Lemma
1445,bancbanus,Tier-Lemma
1446,p-putt,Tier-Lemma
1447,habichtsnase,Tier-Lemma
1448,rebhühner,Tier-Lemma
1449,hundel,Tier-Lemma
1450,stiesel,Tier-Lemma
1451,madmesell,Tier-Lemma
1452,krötenpaar,Tier-Lemma
1453,ignominiosum,Tier-Lemma
1454,parasit,Tier-Lemma
1455,kokarden,Tier-Lemma
1456,mähne,Tier-Lemma
1457,excellentz,Tier-Lemma
1458,beut,Tier-Lemma
1459,mück,Tier-Lemma
1460,brandwein,Tier-Lemma
1461,kuhe,Tier-Lemma
1462,tschart,Tier-Lemma
1463,stinkbock,Tier-Lemma
1464,schafskopf,Tier-Lemma
1465,gräul,Tier-Lemma
1466,pelikanus,Tier-Lemma
1467,kukuk,Tier-Lemma
1468,grauköpf,Tier-Lemma
1469,spinnenähnlich,Tier-Lemma
1470,schome,Tier-Lemma
1471,insektes,Tier-Lemma
1472,kuppelhunde,Tier-Lemma
1473,timandra,Tier-Lemma
1474,rehkeule,Tier-Lemma
1475,kirchenwanz,Tier-Lemma
1476,katzenherz,Tier-Lemma
1477,hündinn,Tier-Lemma
1478,leu,Tier-Lemma
1479,schweinsaug'ger,Tier-Lemma
1480,muckl,Tier-Lemma
1481,troddelmop,Tier-Lemma
1482,zachariesel,Tier-Lemma
1483,zingulum,Tier-Lemma
1484,tituskopf,Tier-Lemma
1485,veilchenaug,Tier-Lemma
1486,priem,Tier-Lemma
1487,aeolsharfensaiten,Tier-Lemma
1488,hündlein,Tier-Lemma
1489,roquette,Tier-Lemma
1490,cruzifix,Tier-Lemma
1491,amin,Tier-Lemma
1492,nagt,Tier-Lemma
1493,ziehjahn,Tier-Lemma
1494,mumie,Tier-Lemma
1495,xanthus,Tier-Lemma
1496,po,Tier-Lemma
1497,vesicae,Tier-Lemma
1498,rothose,Tier-Lemma
1499,spichel,Tier-Lemma
1500,strohkopfianus,Tier-Lemma
1501,mäster,Tier-Lemma
1502,qvirites,Tier-Lemma
1503,kiemen,Tier-Lemma
1504,häher,Tier-Lemma
1505,rehhindin,Tier-Lemma
1506,riesentier,Tier-Lemma
1507,fliegezeug,Tier-Lemma
1508,lib,Tier-Lemma
1509,vögel,Tier-Lemma
1510,mückenaug,Tier-Lemma
1511,buonarotti,Tier-Lemma
1512,p.,Tier-Lemma
1513,milchweib,Tier-Lemma
1514,över,Tier-Lemma
1515,pudel,Tier-Lemma
1516,plisthen,Tier-Lemma
1517,käuze,Tier-Lemma
1518,passa,Tier-Lemma
1519,melpomen,Tier-Lemma
1520,mödchen,Tier-Lemma
1521,himmelsschafen,Tier-Lemma
1522,käthche,Tier-Lemma
1523,morbum,Tier-Lemma
1524,wiedehopf,Tier-Lemma
1525,kapaun,Tier-Lemma
1526,gnode,Tier-Lemma
1527,euphrosine,Tier-Lemma
1528,drohn,Tier-Lemma
1529,sehrohr,Tier-Lemma
1530,krax'n,Tier-Lemma
1531,gäste,Tier-Lemma
1532,fischschar,Tier-Lemma
1533,liverey,Tier-Lemma
1534,menschenfuß,Tier-Lemma
1535,veneris,Tier-Lemma
1536,vieh,Tier-Lemma
1537,hungerqual,Tier-Lemma
1538,kampfros,Tier-Lemma
1539,springtier,Tier-Lemma
1540,teufelsmoral,Tier-Lemma
1541,grabwurm,Tier-Lemma
1542,capitolium,Tier-Lemma
1543,borgholt,Tier-Lemma
1544,seeschlange,Tier-Lemma
1545,tuba,Tier-Lemma
1546,gebräme,Tier-Lemma
1547,alpengeister,Tier-Lemma
1548,abstergentia,Tier-Lemma
1549,zöpf,Tier-Lemma
1550,salomonis,Tier-Lemma
1551,schnepf,Tier-Lemma
1552,krupka,Tier-Lemma
1553,ziethensche,Tier-Lemma
1554,prustian,Tier-Lemma
1555,nutrix,Tier-Lemma
1556,zeds,Tier-Lemma
1557,stifler,Tier-Lemma
1558,flurtier,Tier-Lemma
1559,bürgermeisterin,Tier-Lemma
1560,silbermöve,Tier-Lemma
1561,zoraide,Tier-Lemma
1562,hundefell,Tier-Lemma
1563,fellche,Tier-Lemma
1564,nachtgefieder,Tier-Lemma
1565,porterbier,Tier-Lemma
1566,fleisches,Tier-Lemma
1567,cardenio,Tier-Lemma
1568,butterbröte,Tier-Lemma
1569,flaus,Tier-Lemma
1570,blüthenschnee,Tier-Lemma
1571,milchzahn,Tier-Lemma
1572,racker,Tier-Lemma
1573,aeugelein,Tier-Lemma
1574,pagelune,Tier-Lemma
1575,oculos,Tier-Lemma
1576,tugendschweinigel,Tier-Lemma
1577,eidechse,Tier-Lemma
1578,alcimna,Tier-Lemma
1579,bestia,Tier-Lemma
1580,tyrann,Tier-Lemma
1581,lumbricos,Tier-Lemma
1582,flipotte,Tier-Lemma
1583,auerstier,Tier-Lemma
1584,schwärmer,Tier-Lemma
1585,tigerfell,Tier-Lemma
1586,bettelvögt,Tier-Lemma
1587,stieg,Tier-Lemma
1588,hominum,Tier-Lemma
1589,töffel,Tier-Lemma
1590,heultrompete,Tier-Lemma
1591,opimius,Tier-Lemma
1592,feldteufel,Tier-Lemma
1593,affekt,Tier-Lemma
1594,feldcourrier,Tier-Lemma
1595,strohköpfe,Tier-Lemma
1596,spitzmäuse,Tier-Lemma
1597,cuirassiere,Tier-Lemma
1598,fäng,Tier-Lemma
1599,würmelein,Tier-Lemma
1600,mascott,Tier-Lemma
1601,grashupfer,Tier-Lemma
1602,rückenbein,Tier-Lemma
1603,cola,Tier-Lemma
1604,moriwescha,Tier-Lemma
1605,feuerwurm,Tier-Lemma
1606,oxenstirn,Tier-Lemma
1607,johanniswürmer,Tier-Lemma
1608,flaminius,Tier-Lemma
1609,cordi,Tier-Lemma
1610,zitiere,Tier-Lemma
1611,delfine,Tier-Lemma
1612,käuzlein,Tier-Lemma
1613,sicamber,Tier-Lemma
1614,schwänzen,Tier-Lemma
1615,biberkrag,Tier-Lemma
1616,mastdarm,Tier-Lemma
1617,parzen,Tier-Lemma
1618,kropfgan,Tier-Lemma
1619,bak,Tier-Lemma
1620,timur,Tier-Lemma
1621,caussam,Tier-Lemma
1622,bacchanal,Tier-Lemma
1623,augapfelschimmel,Tier-Lemma
1624,appius,Tier-Lemma
1625,petit-maitre,Tier-Lemma
1626,postquam,Tier-Lemma
1627,dalvs,Tier-Lemma
1628,fittiche,Tier-Lemma
1629,seekalb,Tier-Lemma
1630,animo,Tier-Lemma
1631,pferd'fuß,Tier-Lemma
1632,mäusefelle,Tier-Lemma
1633,wallfischbauche,Tier-Lemma
1634,rehaug,Tier-Lemma
1635,entenbrut,Tier-Lemma
1636,amphitryonen,Tier-Lemma
1637,fisch,Tier-Lemma
1638,katzeaage,Tier-Lemma
1639,aug,Tier-Lemma
1640,raben,Tier-Lemma
1641,streithengst,Tier-Lemma
1642,bursche,Tier-Lemma
1643,eu,Tier-Lemma
1644,elfenbein,Tier-Lemma
1645,wrsch,Tier-Lemma
1646,pferdfuß,Tier-Lemma
1647,karfunkel,Tier-Lemma
1648,soccus,Tier-Lemma
1649,mehlwurm,Tier-Lemma
1650,trojanus,Tier-Lemma
1651,freßtier,Tier-Lemma
1652,bocksfuß,Tier-Lemma
1653,raubgetier,Tier-Lemma
1654,kalbsbrust,Tier-Lemma
1655,melampus,Tier-Lemma
1656,gefiedert,Tier-Lemma
1657,schweis,Tier-Lemma
1658,peniculus,Tier-Lemma
1659,schweinebrat,Tier-Lemma
1660,reiterpferdes,Tier-Lemma
1661,pünktchen,Tier-Lemma
1662,tiergeripp,Tier-Lemma
1663,spinnenfuß,Tier-Lemma
1664,kotzebue,Tier-Lemma
1665,krokodill,Tier-Lemma
1666,viecherl,Tier-Lemma
1667,prachttier,Tier-Lemma
1668,brokat,Tier-Lemma
1669,spinosa,Tier-Lemma
1670,herodes,Tier-Lemma
1671,hasenherz,Tier-Lemma
1672,pilger,Tier-Lemma
1673,spahi,Tier-Lemma
1674,halsband,Tier-Lemma
