Id,Label,Type
744,heuschrecke,Pflanze-Lemma
745,strack,Pflanze-Lemma
746,aublik,Pflanze-Lemma
747,flugblatt,Pflanze-Lemma
748,röstbohn,Pflanze-Lemma
749,raube,Pflanze-Lemma
750,alraune,Pflanze-Lemma
751,baumzweige,Pflanze-Lemma
752,büchel,Pflanze-Lemma
753,eichel,Pflanze-Lemma
754,wachruum,Pflanze-Lemma
755,blattergrübchen,Pflanze-Lemma
756,krone,Pflanze-Lemma
757,gräu'ls,Pflanze-Lemma
758,fittiche,Pflanze-Lemma
759,knoblauchsgeruch,Pflanze-Lemma
760,blätterschatt,Pflanze-Lemma
761,blumenzier,Pflanze-Lemma
762,buschwerk,Pflanze-Lemma
763,plato,Pflanze-Lemma
764,rieselquell,Pflanze-Lemma
765,zaunstrauch,Pflanze-Lemma
766,lärchen,Pflanze-Lemma
767,zilla,Pflanze-Lemma
768,passeletang,Pflanze-Lemma
769,jilka,Pflanze-Lemma
770,blatt,Pflanze-Lemma
771,blumn,Pflanze-Lemma
772,fennerich,Pflanze-Lemma
773,signora,Pflanze-Lemma
774,rosalie,Pflanze-Lemma
775,paradiesapfel,Pflanze-Lemma
776,tragebutte,Pflanze-Lemma
777,redensart,Pflanze-Lemma
778,wenschen,Pflanze-Lemma
779,major,Pflanze-Lemma
780,zwey,Pflanze-Lemma
781,thun,Pflanze-Lemma
782,meuter,Pflanze-Lemma
783,sopha,Pflanze-Lemma
784,dattelbaum,Pflanze-Lemma
785,maulbeerbaum,Pflanze-Lemma
786,ros,Pflanze-Lemma
787,unheilsmeer,Pflanze-Lemma
788,paria,Pflanze-Lemma
789,notenblätter,Pflanze-Lemma
790,hornfanfaren,Pflanze-Lemma
791,purpurrose,Pflanze-Lemma
792,heide,Pflanze-Lemma
793,frühlingsthrone,Pflanze-Lemma
794,weitze,Pflanze-Lemma
795,riesel,Pflanze-Lemma
796,vice-roy,Pflanze-Lemma
797,segelbaum,Pflanze-Lemma
798,melkputt,Pflanze-Lemma
799,haselholz,Pflanze-Lemma
800,laubn,Pflanze-Lemma
801,großbeer,Pflanze-Lemma
802,champignon,Pflanze-Lemma
803,pflaume,Pflanze-Lemma
804,nektarsäft,Pflanze-Lemma
805,lindenb,Pflanze-Lemma
806,kelchen,Pflanze-Lemma
807,enzian,Pflanze-Lemma
808,strauss,Pflanze-Lemma
809,minch,Pflanze-Lemma
810,cäcilie,Pflanze-Lemma
811,eschenstamme,Pflanze-Lemma
812,tannenwipfel,Pflanze-Lemma
813,bambushieb,Pflanze-Lemma
814,tiroler-rebe,Pflanze-Lemma
815,rosenkränz,Pflanze-Lemma
816,eu,Pflanze-Lemma
817,federbusches,Pflanze-Lemma
818,zimbel,Pflanze-Lemma
819,karfunkel,Pflanze-Lemma
820,wütrich,Pflanze-Lemma
821,kipfelweib,Pflanze-Lemma
822,mehlwurm,Pflanze-Lemma
823,wasserstrauch,Pflanze-Lemma
824,rebensaft,Pflanze-Lemma
825,pistolche,Pflanze-Lemma
826,balsamstaude,Pflanze-Lemma
827,chorus,Pflanze-Lemma
828,kräutertee,Pflanze-Lemma
829,farnese,Pflanze-Lemma
830,oelbaum,Pflanze-Lemma
831,chloe,Pflanze-Lemma
832,tollwurz,Pflanze-Lemma
833,stiebel,Pflanze-Lemma
834,blumen-holdheit,Pflanze-Lemma
835,bauholz,Pflanze-Lemma
836,donna,Pflanze-Lemma
837,rosette,Pflanze-Lemma
838,garnknäuel,Pflanze-Lemma
839,baumkrone,Pflanze-Lemma
840,baumstämme,Pflanze-Lemma
841,riesenweib,Pflanze-Lemma
842,fuchspelz,Pflanze-Lemma
843,baumgang,Pflanze-Lemma
844,gärtner,Pflanze-Lemma
845,hoffnungsblüt,Pflanze-Lemma
846,floßholz,Pflanze-Lemma
847,heurath,Pflanze-Lemma
848,keuschlamm,Pflanze-Lemma
849,weidenstotzen,Pflanze-Lemma
850,schilff,Pflanze-Lemma
851,blattel,Pflanze-Lemma
852,wisch,Pflanze-Lemma
853,rosi,Pflanze-Lemma
854,kräuter,Pflanze-Lemma
855,sichel,Pflanze-Lemma
856,sonnenblume,Pflanze-Lemma
857,gestämm,Pflanze-Lemma
858,bambusstrauch,Pflanze-Lemma
859,baumblätter,Pflanze-Lemma
860,schoß,Pflanze-Lemma
861,heuschuppe,Pflanze-Lemma
862,rosenweg,Pflanze-Lemma
863,geröll,Pflanze-Lemma
864,zierde,Pflanze-Lemma
865,thrazie,Pflanze-Lemma
866,opfergerste,Pflanze-Lemma
867,myrtenzweige,Pflanze-Lemma
868,christel,Pflanze-Lemma
869,psalmenbuche,Pflanze-Lemma
870,sonne,Pflanze-Lemma
871,litanei,Pflanze-Lemma
872,kompt,Pflanze-Lemma
873,roßschweif,Pflanze-Lemma
874,birkenrut,Pflanze-Lemma
875,derwisch,Pflanze-Lemma
876,blumengedränge,Pflanze-Lemma
877,vogelscheuchen,Pflanze-Lemma
878,purzel,Pflanze-Lemma
879,astree,Pflanze-Lemma
880,zorn,Pflanze-Lemma
881,hyder,Pflanze-Lemma
882,vergißmeinnicht,Pflanze-Lemma
883,wuchs,Pflanze-Lemma
884,stralen-volle,Pflanze-Lemma
885,keim,Pflanze-Lemma
886,parrükk,Pflanze-Lemma
887,möcht,Pflanze-Lemma
888,gräu'lvollstes,Pflanze-Lemma
889,blutrothe,Pflanze-Lemma
890,bockssprüng,Pflanze-Lemma
891,rosenkränze,Pflanze-Lemma
892,astl,Pflanze-Lemma
893,hellespont,Pflanze-Lemma
894,koralle,Pflanze-Lemma
895,mistkrähe,Pflanze-Lemma
896,tulpenstrauß,Pflanze-Lemma
897,hafi,Pflanze-Lemma
898,zypressenlaub,Pflanze-Lemma
899,lose,Pflanze-Lemma
900,palmenzweig,Pflanze-Lemma
901,obstbäume,Pflanze-Lemma
902,raupengezücht,Pflanze-Lemma
903,wang,Pflanze-Lemma
904,trieb,Pflanze-Lemma
905,zier,Pflanze-Lemma
906,sternblume,Pflanze-Lemma
907,zimt,Pflanze-Lemma
908,sommerlaub,Pflanze-Lemma
909,mangold,Pflanze-Lemma
910,azalee,Pflanze-Lemma
911,meerbäumen,Pflanze-Lemma
912,tang,Pflanze-Lemma
913,moorrübe,Pflanze-Lemma
914,apfel-baum,Pflanze-Lemma
915,lapagērie,Pflanze-Lemma
916,blumengenius,Pflanze-Lemma
917,fensterrosen,Pflanze-Lemma
918,spinne-web,Pflanze-Lemma
919,sauerkraut,Pflanze-Lemma
920,blumentöpfe,Pflanze-Lemma
921,gram,Pflanze-Lemma
922,blumenstern,Pflanze-Lemma
923,blumenvase,Pflanze-Lemma
924,pfefferdüt,Pflanze-Lemma
925,maienbraut,Pflanze-Lemma
926,iris,Pflanze-Lemma
927,prunkgefäße,Pflanze-Lemma
928,triebes,Pflanze-Lemma
929,melancholie,Pflanze-Lemma
930,beerfatt,Pflanze-Lemma
931,blumendüfte,Pflanze-Lemma
932,bauernfrucht,Pflanze-Lemma
933,halmerl,Pflanze-Lemma
934,blattwerk,Pflanze-Lemma
935,himbeergefrornes,Pflanze-Lemma
936,lilien-gasse,Pflanze-Lemma
937,ambrosia,Pflanze-Lemma
938,römerweib,Pflanze-Lemma
939,ungeborn,Pflanze-Lemma
940,taxus,Pflanze-Lemma
941,maurunkerln,Pflanze-Lemma
942,blumenpracht,Pflanze-Lemma
943,rosenstöcke,Pflanze-Lemma
944,georgi,Pflanze-Lemma
945,clärchen,Pflanze-Lemma
946,buchen,Pflanze-Lemma
947,gouter,Pflanze-Lemma
948,hopfenkeim,Pflanze-Lemma
949,zitronenbäum,Pflanze-Lemma
950,tulpenzwiebel,Pflanze-Lemma
951,aprikos,Pflanze-Lemma
952,pferdefuß,Pflanze-Lemma
953,läuterei,Pflanze-Lemma
954,geißblatt,Pflanze-Lemma
955,arbet,Pflanze-Lemma
956,gräme,Pflanze-Lemma
957,grasteufel,Pflanze-Lemma
958,alpenkräuter,Pflanze-Lemma
959,frühlingsblum,Pflanze-Lemma
960,ahornpflanzen,Pflanze-Lemma
961,fluth,Pflanze-Lemma
962,zwetschen,Pflanze-Lemma
963,hostie,Pflanze-Lemma
964,krapfen,Pflanze-Lemma
965,flordeli,Pflanze-Lemma
966,salamaleikum,Pflanze-Lemma
967,krokus,Pflanze-Lemma
968,süßlinge,Pflanze-Lemma
969,küchenkräuter,Pflanze-Lemma
970,frühlingsblüte,Pflanze-Lemma
971,erdbeer,Pflanze-Lemma
972,gräßlicher,Pflanze-Lemma
973,dauben,Pflanze-Lemma
974,fichte,Pflanze-Lemma
975,früling,Pflanze-Lemma
976,äsern,Pflanze-Lemma
977,kürbis,Pflanze-Lemma
978,fadrique,Pflanze-Lemma
979,sund,Pflanze-Lemma
980,brenno,Pflanze-Lemma
981,blatter,Pflanze-Lemma
982,wendelborn,Pflanze-Lemma
983,rosenbouquet,Pflanze-Lemma
984,rat,Pflanze-Lemma
985,apfelsinenschal,Pflanze-Lemma
986,keerl,Pflanze-Lemma
987,pferdzaum,Pflanze-Lemma
988,reut,Pflanze-Lemma
989,hecht,Pflanze-Lemma
990,feig,Pflanze-Lemma
991,ätna,Pflanze-Lemma
992,schilfpfeil,Pflanze-Lemma
993,fleh,Pflanze-Lemma
994,holzäpfel,Pflanze-Lemma
995,maienblüthe,Pflanze-Lemma
996,eberesche,Pflanze-Lemma
997,stäucher,Pflanze-Lemma
998,mykene,Pflanze-Lemma
999,sigs,Pflanze-Lemma
1000,glantz,Pflanze-Lemma
1001,myrtenbaum,Pflanze-Lemma
1002,mandel,Pflanze-Lemma
1003,goldorange,Pflanze-Lemma
1004,kalesche,Pflanze-Lemma
1005,baumschul,Pflanze-Lemma
1006,tabak,Pflanze-Lemma
1007,mina,Pflanze-Lemma
1008,fleisch,Pflanze-Lemma
1009,blüth,Pflanze-Lemma
1010,flachs,Pflanze-Lemma
1011,marktweib,Pflanze-Lemma
1012,paternoster,Pflanze-Lemma
1013,coujon,Pflanze-Lemma
1014,lanze,Pflanze-Lemma
1015,calle,Pflanze-Lemma
1016,epheulaube,Pflanze-Lemma
1017,kleinholz,Pflanze-Lemma
1018,dorn,Pflanze-Lemma
1019,landry,Pflanze-Lemma
1020,ziegenbok,Pflanze-Lemma
1021,mähn,Pflanze-Lemma
1022,ebereschbeer,Pflanze-Lemma
1023,palmenkrone,Pflanze-Lemma
1024,blum,Pflanze-Lemma
1025,brie,Pflanze-Lemma
1026,himmelsäpfel,Pflanze-Lemma
1027,strohwisch,Pflanze-Lemma
1028,theseus,Pflanze-Lemma
1029,haasenfuß,Pflanze-Lemma
1030,tanna,Pflanze-Lemma
1031,doria,Pflanze-Lemma
1032,weife,Pflanze-Lemma
1033,fare,Pflanze-Lemma
1034,riß,Pflanze-Lemma
1035,zweigholz,Pflanze-Lemma
1036,rosenknöspge,Pflanze-Lemma
1037,maiblum,Pflanze-Lemma
1038,cruciferae,Pflanze-Lemma
1039,muschellaube,Pflanze-Lemma
1040,louisdoren,Pflanze-Lemma
1041,rutenstreiche,Pflanze-Lemma
1042,geharnischt,Pflanze-Lemma
1043,tannendickicht,Pflanze-Lemma
1044,bort,Pflanze-Lemma
1045,riedel,Pflanze-Lemma
1046,schober,Pflanze-Lemma
1047,apfelstämmch,Pflanze-Lemma
1048,beräucher,Pflanze-Lemma
1049,maienleich,Pflanze-Lemma
1050,petersil,Pflanze-Lemma
1051,äste,Pflanze-Lemma
1052,blumenstrauße,Pflanze-Lemma
1053,rocksaum,Pflanze-Lemma
1054,weinhecker,Pflanze-Lemma
1055,parapluie,Pflanze-Lemma
1056,urschuld,Pflanze-Lemma
1057,lindwurm,Pflanze-Lemma
1058,hagestolzen,Pflanze-Lemma
1059,palmyra,Pflanze-Lemma
1060,zeil,Pflanze-Lemma
1061,basilisk,Pflanze-Lemma
1062,rosl,Pflanze-Lemma
1063,lebensbaume,Pflanze-Lemma
1064,geraucht,Pflanze-Lemma
1065,verschwornen,Pflanze-Lemma
1066,baumgange,Pflanze-Lemma
1067,schlinggewäch,Pflanze-Lemma
1068,tannenbaum,Pflanze-Lemma
1069,akazie,Pflanze-Lemma
1070,schwefelholz,Pflanze-Lemma
1071,weinblumen,Pflanze-Lemma
1072,stammbaum,Pflanze-Lemma
1073,weinkelch,Pflanze-Lemma
1074,siegespalm,Pflanze-Lemma
1075,safranrock,Pflanze-Lemma
1076,wodans-eich,Pflanze-Lemma
1077,gartner,Pflanze-Lemma
1078,napolium,Pflanze-Lemma
1079,borte,Pflanze-Lemma
1080,klosterideen,Pflanze-Lemma
1081,pflaumen,Pflanze-Lemma
1082,krabbe,Pflanze-Lemma
1083,rankengewirr,Pflanze-Lemma
1084,kranz,Pflanze-Lemma
1085,granatenbaum,Pflanze-Lemma
1086,hain,Pflanze-Lemma
1087,frühlingsblühe,Pflanze-Lemma
1088,äußre,Pflanze-Lemma
1089,treibhausgewächse,Pflanze-Lemma
1090,todesblüten,Pflanze-Lemma
1091,riesenblätter,Pflanze-Lemma
1092,kakerlaatje,Pflanze-Lemma
1093,büschche,Pflanze-Lemma
1094,flicht,Pflanze-Lemma
1095,et,Pflanze-Lemma
1096,pharnaz,Pflanze-Lemma
1097,vetterlieb,Pflanze-Lemma
1098,halm,Pflanze-Lemma
1099,sortem,Pflanze-Lemma
1100,iilka,Pflanze-Lemma
1101,katzenspeer,Pflanze-Lemma
1102,saam,Pflanze-Lemma
1103,lilienblume,Pflanze-Lemma
1104,geschmeid,Pflanze-Lemma
1105,lorbeerhainen,Pflanze-Lemma
1106,eppel,Pflanze-Lemma
1107,gift'ge,Pflanze-Lemma
1108,äser,Pflanze-Lemma
1109,spargeln,Pflanze-Lemma
1110,mai'n,Pflanze-Lemma
1111,busch,Pflanze-Lemma
1112,kiesel,Pflanze-Lemma
1113,wasserpflanz,Pflanze-Lemma
1114,federbüschen,Pflanze-Lemma
1115,atalus,Pflanze-Lemma
1116,grillentraum,Pflanze-Lemma
1117,eingeweide,Pflanze-Lemma
1118,narzisse,Pflanze-Lemma
1119,zirngibl,Pflanze-Lemma
1120,palmenwedel,Pflanze-Lemma
1121,riesenbaum,Pflanze-Lemma
1122,fichtenspan,Pflanze-Lemma
1123,rindfläsch,Pflanze-Lemma
1124,rabatt,Pflanze-Lemma
1125,äugelein,Pflanze-Lemma
1126,kiefern,Pflanze-Lemma
1127,heldenblume,Pflanze-Lemma
1128,puppe,Pflanze-Lemma
1129,fasan,Pflanze-Lemma
1130,lilienherde,Pflanze-Lemma
1131,riesenblatt,Pflanze-Lemma
1132,wotan,Pflanze-Lemma
1133,unterholz,Pflanze-Lemma
1134,zwratka,Pflanze-Lemma
1135,kirschbäum,Pflanze-Lemma
1136,hexe,Pflanze-Lemma
1137,körndl,Pflanze-Lemma
1138,harfaweib,Pflanze-Lemma
1139,sträuße,Pflanze-Lemma
1140,rhon,Pflanze-Lemma
1141,narziß,Pflanze-Lemma
1142,knospe,Pflanze-Lemma
1143,orang,Pflanze-Lemma
1144,myrtenkranzes,Pflanze-Lemma
1145,fehd,Pflanze-Lemma
1146,alraunen-wurzel,Pflanze-Lemma
1147,zuckerdorsch,Pflanze-Lemma
1148,citronat,Pflanze-Lemma
1149,fliecht,Pflanze-Lemma
1150,saron,Pflanze-Lemma
1151,pflaum,Pflanze-Lemma
1152,blumenspielzeug,Pflanze-Lemma
1153,holtvaagen,Pflanze-Lemma
1154,eichenhain,Pflanze-Lemma
1155,contessina,Pflanze-Lemma
1156,resed,Pflanze-Lemma
1157,amazone,Pflanze-Lemma
1158,gänseblümlein,Pflanze-Lemma
1159,gemüs,Pflanze-Lemma
1160,myrth,Pflanze-Lemma
1161,kräuterbündel,Pflanze-Lemma
1162,maid,Pflanze-Lemma
1163,tautropfe,Pflanze-Lemma
1164,ahnfrau,Pflanze-Lemma
1165,lilienlippe,Pflanze-Lemma
1166,eisenhut,Pflanze-Lemma
1167,geßner,Pflanze-Lemma
1168,sinnentaumel,Pflanze-Lemma
1169,kirām,Pflanze-Lemma
1170,staubfäde,Pflanze-Lemma
1171,feld,Pflanze-Lemma
1172,erichthonius,Pflanze-Lemma
1173,rajas,Pflanze-Lemma
1174,kr,Pflanze-Lemma
1175,lorbeerbaum,Pflanze-Lemma
1176,moos,Pflanze-Lemma
1177,haselstaude,Pflanze-Lemma
1178,wildfäng,Pflanze-Lemma
1179,frauenschuh,Pflanze-Lemma
1180,rebenkette,Pflanze-Lemma
1181,blumenkörbe,Pflanze-Lemma
1182,bambusrohr,Pflanze-Lemma
1183,eichelganz,Pflanze-Lemma
1184,chrysalide,Pflanze-Lemma
1185,ächtgeborne,Pflanze-Lemma
1186,weinbeerartig,Pflanze-Lemma
1187,altan,Pflanze-Lemma
1188,sproß,Pflanze-Lemma
1189,ficheli,Pflanze-Lemma
1190,ernt,Pflanze-Lemma
1191,jacobs-eiche,Pflanze-Lemma
1192,datura,Pflanze-Lemma
1193,totenblum,Pflanze-Lemma
1194,busch'n,Pflanze-Lemma
1195,rosenöls,Pflanze-Lemma
1196,feuerblüthen,Pflanze-Lemma
1197,maie,Pflanze-Lemma
1198,hölzchen,Pflanze-Lemma
1199,meergra,Pflanze-Lemma
1200,früchtel,Pflanze-Lemma
1201,sodomsapfel,Pflanze-Lemma
1202,quintilius,Pflanze-Lemma
1203,pomeranze,Pflanze-Lemma
1204,beelzebub,Pflanze-Lemma
1205,koketterie,Pflanze-Lemma
1206,hohenstaufe,Pflanze-Lemma
1207,eichholz,Pflanze-Lemma
1208,lattich,Pflanze-Lemma
1209,roastbeef,Pflanze-Lemma
1210,milichweib,Pflanze-Lemma
1211,myrthenzweig,Pflanze-Lemma
1212,himmelsthrone,Pflanze-Lemma
1213,grasfleck,Pflanze-Lemma
1214,himmelsfrücht,Pflanze-Lemma
1215,strohhalm,Pflanze-Lemma
1216,schœnsn,Pflanze-Lemma
1217,veilg,Pflanze-Lemma
1218,gurli,Pflanze-Lemma
1219,koppel,Pflanze-Lemma
1220,farnkraut-überwachs'nen,Pflanze-Lemma
1221,bund,Pflanze-Lemma
1222,beym,Pflanze-Lemma
1223,min,Pflanze-Lemma
1224,myrte,Pflanze-Lemma
1225,hyacinthe,Pflanze-Lemma
1226,heustock,Pflanze-Lemma
1227,eunomia,Pflanze-Lemma
1228,bohnen,Pflanze-Lemma
1229,florel,Pflanze-Lemma
1230,hesperien,Pflanze-Lemma
1231,helmbusch,Pflanze-Lemma
1232,kres,Pflanze-Lemma
1233,wachholder,Pflanze-Lemma
1234,satyre,Pflanze-Lemma
1235,zederholz,Pflanze-Lemma
1236,möchtn,Pflanze-Lemma
1237,fäserche,Pflanze-Lemma
1238,lichtschweif,Pflanze-Lemma
1239,melone,Pflanze-Lemma
1240,rajah,Pflanze-Lemma
1241,damian,Pflanze-Lemma
1242,holunder,Pflanze-Lemma
1243,geflecht,Pflanze-Lemma
1244,gebüsche,Pflanze-Lemma
1245,schlagbaum,Pflanze-Lemma
1246,dornstrauchs,Pflanze-Lemma
1247,scheherazaden,Pflanze-Lemma
1248,schwefelpfuhl,Pflanze-Lemma
1249,immergrün,Pflanze-Lemma
1250,achterstäv,Pflanze-Lemma
1251,vngebund,Pflanze-Lemma
1252,kaiserkron,Pflanze-Lemma
1253,deibel,Pflanze-Lemma
1254,distelköpfen,Pflanze-Lemma
1255,herz,Pflanze-Lemma
1256,birbant,Pflanze-Lemma
1257,tippelbäum,Pflanze-Lemma
1258,blumenstrauss,Pflanze-Lemma
1259,kamille,Pflanze-Lemma
1260,gospodin,Pflanze-Lemma
1261,birn,Pflanze-Lemma
1262,früchte-,Pflanze-Lemma
1263,kürbisflasch,Pflanze-Lemma
1264,harzbaum,Pflanze-Lemma
1265,kamelie,Pflanze-Lemma
1266,jasminen,Pflanze-Lemma
1267,orchidee,Pflanze-Lemma
1268,früchen,Pflanze-Lemma
1269,esther,Pflanze-Lemma
1270,kornähr,Pflanze-Lemma
1271,blumenkrone,Pflanze-Lemma
1272,rosenknöspche,Pflanze-Lemma
1273,weihräucherei,Pflanze-Lemma
1274,lanzenort,Pflanze-Lemma
1275,aepfel,Pflanze-Lemma
1276,bohnenblüt,Pflanze-Lemma
1277,paprika,Pflanze-Lemma
1278,erd,Pflanze-Lemma
1279,eschenstamm,Pflanze-Lemma
1280,fartze,Pflanze-Lemma
1281,kratzfuß,Pflanze-Lemma
1282,zuckerbrod,Pflanze-Lemma
1283,einander,Pflanze-Lemma
1284,samenkapsel,Pflanze-Lemma
1285,pharmakopöe,Pflanze-Lemma
1286,mohnblume,Pflanze-Lemma
1287,spinoza,Pflanze-Lemma
1288,bachsches,Pflanze-Lemma
1289,jungholz,Pflanze-Lemma
1290,strauchdieb,Pflanze-Lemma
1291,olivenblatt,Pflanze-Lemma
1292,absyrtus,Pflanze-Lemma
1293,bräunt,Pflanze-Lemma
1294,wurzelkost,Pflanze-Lemma
1295,buchbaum,Pflanze-Lemma
1296,ingrimm,Pflanze-Lemma
1297,sträuß'l,Pflanze-Lemma
1298,laubenkolonie,Pflanze-Lemma
1299,damnatorum,Pflanze-Lemma
1300,weinbouteill,Pflanze-Lemma
1301,dornenkrone,Pflanze-Lemma
1302,frikasséen,Pflanze-Lemma
1303,gezweige,Pflanze-Lemma
1304,proserpin,Pflanze-Lemma
1305,plau'n,Pflanze-Lemma
1306,blütenbaum,Pflanze-Lemma
1307,rodrich,Pflanze-Lemma
1308,pfirsiche,Pflanze-Lemma
1309,schierling,Pflanze-Lemma
1310,täub,Pflanze-Lemma
1311,thusche,Pflanze-Lemma
1312,litanein,Pflanze-Lemma
1313,aurikel,Pflanze-Lemma
1314,erde,Pflanze-Lemma
1315,nachbaräst,Pflanze-Lemma
1316,blütenstäubch,Pflanze-Lemma
1317,wurzelsepps,Pflanze-Lemma
1318,gurgel,Pflanze-Lemma
1319,blatt'ln,Pflanze-Lemma
1320,rosenblätter,Pflanze-Lemma
1321,frühlingstraum,Pflanze-Lemma
1322,majorin,Pflanze-Lemma
1323,intarsienrose,Pflanze-Lemma
1324,dreifuß,Pflanze-Lemma
1325,kappzaum,Pflanze-Lemma
1326,philaide,Pflanze-Lemma
1327,bienenstock,Pflanze-Lemma
1328,fichtengehölze,Pflanze-Lemma
1329,bläue,Pflanze-Lemma
1330,habundus,Pflanze-Lemma
1331,büttel,Pflanze-Lemma
1332,renett,Pflanze-Lemma
1333,lienis,Pflanze-Lemma
1334,knobbe,Pflanze-Lemma
1335,morbis,Pflanze-Lemma
1336,flieder,Pflanze-Lemma
1337,blumenehe,Pflanze-Lemma
1338,verdi,Pflanze-Lemma
1339,wipfelkrone,Pflanze-Lemma
1340,erkänntniß,Pflanze-Lemma
1341,dahler,Pflanze-Lemma
1342,betel,Pflanze-Lemma
1343,höflinge,Pflanze-Lemma
1344,hostuch,Pflanze-Lemma
1345,reinwein,Pflanze-Lemma
1346,thalassio,Pflanze-Lemma
1347,eibenholz,Pflanze-Lemma
1348,obstbaum,Pflanze-Lemma
1349,nelkenblätter,Pflanze-Lemma
1350,ahl,Pflanze-Lemma
1351,gartenpflanz,Pflanze-Lemma
1352,schilfgra,Pflanze-Lemma
1353,kerbelkraut,Pflanze-Lemma
1354,ceder,Pflanze-Lemma
1355,blumengewinden,Pflanze-Lemma
1356,pfirsichblüthe,Pflanze-Lemma
1357,hageborn,Pflanze-Lemma
1358,blumenrase,Pflanze-Lemma
1359,geschorne,Pflanze-Lemma
1360,rosen-aest,Pflanze-Lemma
1361,däumelein,Pflanze-Lemma
1362,raute,Pflanze-Lemma
1363,zedern,Pflanze-Lemma
1364,felsenbusch,Pflanze-Lemma
1365,aurelius,Pflanze-Lemma
1366,blütenhag,Pflanze-Lemma
1367,lilienunschuld,Pflanze-Lemma
1368,kartoffelknoll,Pflanze-Lemma
1369,quoll,Pflanze-Lemma
1370,milde,Pflanze-Lemma
1371,lenz,Pflanze-Lemma
1372,ritterspornes,Pflanze-Lemma
1373,zephyrgekose,Pflanze-Lemma
1374,jugendbaum,Pflanze-Lemma
1375,weinreben,Pflanze-Lemma
1376,besazung,Pflanze-Lemma
1377,kraute,Pflanze-Lemma
1378,grases,Pflanze-Lemma
1379,rosenboskett,Pflanze-Lemma
1380,fichtenstämm,Pflanze-Lemma
1381,schlot,Pflanze-Lemma
1382,wolfkrautskeime,Pflanze-Lemma
1383,veilchensträuße,Pflanze-Lemma
1384,acker,Pflanze-Lemma
1385,ambrosio,Pflanze-Lemma
1386,blumenflor,Pflanze-Lemma
1387,blumenkränze,Pflanze-Lemma
1388,morgenblätter,Pflanze-Lemma
1389,kastanienbäum,Pflanze-Lemma
1390,pfeffernuß,Pflanze-Lemma
1391,gewäch,Pflanze-Lemma
1392,wettergeläut,Pflanze-Lemma
1393,ächter,Pflanze-Lemma
1394,erdbeerblätter,Pflanze-Lemma
1395,meyerbeer,Pflanze-Lemma
1396,dattelbäumen,Pflanze-Lemma
1397,phöbeische,Pflanze-Lemma
1398,lilien,Pflanze-Lemma
1399,irrlicht,Pflanze-Lemma
1400,perser-tierteppiche,Pflanze-Lemma
1401,tannenholz,Pflanze-Lemma
1402,waldgesträuch,Pflanze-Lemma
1403,zweigerl,Pflanze-Lemma
1404,tollwurzel,Pflanze-Lemma
1405,--,Pflanze-Lemma
1406,reb,Pflanze-Lemma
1407,rasende,Pflanze-Lemma
1408,rosendiadem,Pflanze-Lemma
1409,frühlingsblüthe,Pflanze-Lemma
1410,immerblüthe,Pflanze-Lemma
1411,fliegende,Pflanze-Lemma
1412,geißel,Pflanze-Lemma
1413,foliant,Pflanze-Lemma
1414,muskateller,Pflanze-Lemma
1415,montano,Pflanze-Lemma
1416,elihu,Pflanze-Lemma
1417,gräflein,Pflanze-Lemma
1418,benjamin,Pflanze-Lemma
1419,weinbergswachtel,Pflanze-Lemma
1420,salat,Pflanze-Lemma
1421,sommerlüftche,Pflanze-Lemma
1422,berggehölz,Pflanze-Lemma
1423,rosenstöck,Pflanze-Lemma
1424,narrenkraut,Pflanze-Lemma
1425,unkraut,Pflanze-Lemma
1426,blütenschmuck,Pflanze-Lemma
1427,heuernt,Pflanze-Lemma
1428,erlenpflanzung,Pflanze-Lemma
1429,stammen,Pflanze-Lemma
1430,egge,Pflanze-Lemma
1431,hefen,Pflanze-Lemma
1432,liliengerüche,Pflanze-Lemma
1433,tipfel,Pflanze-Lemma
1434,maikirsch,Pflanze-Lemma
1435,gorden,Pflanze-Lemma
1436,blümelein,Pflanze-Lemma
1437,tebel,Pflanze-Lemma
1438,gartenspargel,Pflanze-Lemma
1439,jasminlaube,Pflanze-Lemma
1440,rinde,Pflanze-Lemma
1441,fata,Pflanze-Lemma
1442,porzia,Pflanze-Lemma
1443,blumenarrangement,Pflanze-Lemma
1444,zauberblätter,Pflanze-Lemma
1445,christbaum,Pflanze-Lemma
1446,seegrüne,Pflanze-Lemma
1447,badnerkipfel,Pflanze-Lemma
1448,zwiefel,Pflanze-Lemma
1449,eichen-holtz,Pflanze-Lemma
1450,feuerblume,Pflanze-Lemma
1451,mähr,Pflanze-Lemma
1452,halevy,Pflanze-Lemma
1453,eduardel,Pflanze-Lemma
1454,blaubeere,Pflanze-Lemma
1455,weinlese,Pflanze-Lemma
1456,tanne,Pflanze-Lemma
1457,knittel,Pflanze-Lemma
1458,parabasen,Pflanze-Lemma
1459,buchenast,Pflanze-Lemma
1460,tausendfuß,Pflanze-Lemma
1461,strohmandln,Pflanze-Lemma
1462,zypreß,Pflanze-Lemma
1463,apfelrest,Pflanze-Lemma
1464,grünjungengetreid,Pflanze-Lemma
1465,granatenkern,Pflanze-Lemma
1466,blumensamo,Pflanze-Lemma
1467,rosenobel,Pflanze-Lemma
1468,stumpf,Pflanze-Lemma
1469,orangenkübel,Pflanze-Lemma
1470,kern-catechismum,Pflanze-Lemma
1471,kirschbaum,Pflanze-Lemma
