Source,Target,Weight,Type
33,5118,1,occurs_in_speaker_text
4143,5118,1,occurs_in_speaker_text
3724,5118,1,occurs_in_speaker_text
4311,5118,1,occurs_in_speaker_text
3932,5118,1,occurs_in_speaker_text
1853,5118,1,occurs_in_speaker_text
4003,5118,1,occurs_in_speaker_text
389,5118,1,occurs_in_speaker_text
1431,5118,1,occurs_in_speaker_text
2445,5118,1,occurs_in_speaker_text
942,5118,1,occurs_in_speaker_text
507,5118,1,occurs_in_speaker_text
1999,5118,1,occurs_in_speaker_text
1245,5118,1,occurs_in_speaker_text
1044,5119,1,occurs_in_speaker_text
942,5119,2,occurs_in_speaker_text
2836,5119,1,occurs_in_speaker_text
2680,5119,1,occurs_in_speaker_text
811,5119,12,occurs_in_speaker_text
1333,5119,1,occurs_in_speaker_text
5017,5119,1,occurs_in_speaker_text
2538,5119,1,occurs_in_speaker_text
4322,5119,3,occurs_in_speaker_text
4844,5119,1,occurs_in_speaker_text
3196,5119,2,occurs_in_speaker_text
4431,5119,1,occurs_in_speaker_text
5059,5119,1,occurs_in_speaker_text
3052,5119,1,occurs_in_speaker_text
4374,5119,1,occurs_in_speaker_text
3292,5119,2,occurs_in_speaker_text
2870,5119,1,occurs_in_speaker_text
4187,5119,1,occurs_in_speaker_text
3898,5119,1,occurs_in_speaker_text
4479,5119,2,occurs_in_speaker_text
1400,5119,4,occurs_in_speaker_text
3436,5119,1,occurs_in_speaker_text
4608,5119,1,occurs_in_speaker_text
4472,5119,3,occurs_in_speaker_text
4198,5119,5,occurs_in_speaker_text
2282,5119,1,occurs_in_speaker_text
2553,5119,2,occurs_in_speaker_text
1638,5119,1,occurs_in_speaker_text
4947,5119,1,occurs_in_speaker_text
1739,5119,2,occurs_in_speaker_text
2750,5119,1,occurs_in_speaker_text
517,5119,1,occurs_in_speaker_text
798,5119,1,occurs_in_speaker_text
720,5119,1,occurs_in_speaker_text
2443,5119,1,occurs_in_speaker_text
819,5119,1,occurs_in_speaker_text
3484,5119,1,occurs_in_speaker_text
768,5119,1,occurs_in_speaker_text
4003,5119,4,occurs_in_speaker_text
2246,5119,1,occurs_in_speaker_text
2220,5119,1,occurs_in_speaker_text
3493,5119,1,occurs_in_speaker_text
3434,5119,1,occurs_in_speaker_text
1041,5119,1,occurs_in_speaker_text
4044,5119,1,occurs_in_speaker_text
195,5119,1,occurs_in_speaker_text
4245,5119,1,occurs_in_speaker_text
1104,5119,1,occurs_in_speaker_text
3013,5119,1,occurs_in_speaker_text
1864,5119,1,occurs_in_speaker_text
1754,5119,1,occurs_in_speaker_text
379,5119,1,occurs_in_speaker_text
4698,5119,1,occurs_in_speaker_text
5080,5119,1,occurs_in_speaker_text
1409,5119,1,occurs_in_speaker_text
3883,5119,1,occurs_in_speaker_text
3422,5119,1,occurs_in_speaker_text
920,5119,1,occurs_in_speaker_text
3526,5120,3,occurs_in_speaker_text
4398,5120,4,occurs_in_speaker_text
2320,5120,1,occurs_in_speaker_text
3500,5120,1,occurs_in_speaker_text
2761,5120,1,occurs_in_speaker_text
1079,5120,1,occurs_in_speaker_text
5045,5120,2,occurs_in_speaker_text
2720,5120,1,occurs_in_speaker_text
4282,5120,1,occurs_in_speaker_text
942,5120,1,occurs_in_speaker_text
452,5120,1,occurs_in_speaker_text
696,5120,1,occurs_in_speaker_text
966,5120,1,occurs_in_speaker_text
443,5120,2,occurs_in_speaker_text
4006,5120,1,occurs_in_speaker_text
2795,5120,2,occurs_in_speaker_text
4358,5120,1,occurs_in_speaker_text
870,5120,1,occurs_in_speaker_text
1968,5120,1,occurs_in_speaker_text
222,5120,1,occurs_in_speaker_text
2461,5120,1,occurs_in_speaker_text
1431,5120,3,occurs_in_speaker_text
4724,5120,2,occurs_in_speaker_text
2588,5120,1,occurs_in_speaker_text
3904,5120,2,occurs_in_speaker_text
308,5120,4,occurs_in_speaker_text
4143,5120,5,occurs_in_speaker_text
4974,5120,1,occurs_in_speaker_text
4023,5120,1,occurs_in_speaker_text
3635,5120,1,occurs_in_speaker_text
634,5120,1,occurs_in_speaker_text
3099,5120,1,occurs_in_speaker_text
4286,5120,1,occurs_in_speaker_text
1859,5120,5,occurs_in_speaker_text
1719,5120,1,occurs_in_speaker_text
2854,5120,1,occurs_in_speaker_text
4887,5120,1,occurs_in_speaker_text
2910,5120,1,occurs_in_speaker_text
1639,5120,1,occurs_in_speaker_text
239,5120,1,occurs_in_speaker_text
4531,5120,1,occurs_in_speaker_text
2064,5121,1,occurs_in_speaker_text
2289,5121,1,occurs_in_speaker_text
